,guest_size,total_interactions,message_length,total_reviews,lead_time,days_of_stay,accept_t,booked,past_booker
1224,6.0,3,165.0,1.0,35,4,0.0,0,1
1225,1.0,12,81.0,0.0,0,4,656.9666666666667,1,0
1226,1.0,10,163.0,0.0,146,20,0.0,0,0
1227,3.0,3,127.0,3.0,81,8,0.0,0,1
1228,2.0,5,100.0,92.0,6,8,26.53333333333333,0,1
1229,4.0,3,264.0,3.0,83,2,0.2333333333333333,0,1
1230,2.0,3,289.0,36.0,39,1,0.016666666666666666,0,1
1231,6.0,7,25.0,0.0,161,2,116986.7,0,0
1232,1.0,21,842.0,0.0,214,17,24.45,1,0
1233,2.0,4,136.0,5.0,28,6,0.11666666666666667,0,0
1234,2.0,3,45.0,0.0,205,3,0.0,0,1
1235,4.0,10,108.0,0.0,44,6,1726.3833333333334,0,0
1236,7.0,7,386.0,0.0,167,14,0.0,0,0
1237,1.0,6,644.0,33.0,3,3,0.13333333333333333,0,1
1238,1.0,3,360.0,24.0,9,3,0.0,0,0
1239,1.0,15,219.0,2.0,21,7,0.05,1,1
1240,5.0,4,21.0,15.0,62,3,0.13333333333333333,0,0
1241,8.0,6,77.0,0.0,118,3,4377.2,0,0
1242,2.0,9,172.0,0.0,26,3,7.35,0,1
1243,1.0,3,352.0,13.0,32,16,0.0,0,0
1244,3.0,3,429.0,0.0,107,14,2633.2166666666667,0,0
1245,3.0,29,438.0,15.0,18,4,1.0666666666666669,1,0
1246,4.0,5,99.0,14.0,13,4,0.0,0,1
1247,5.0,26,643.0,16.0,31,6,0.0,0,0
1248,4.0,8,301.0,6.0,21,6,0.0,0,1
1249,2.0,51,72.0,10.0,73,12,97.58333333333331,1,1
1250,5.0,25,233.0,0.0,194,9,251.30000000000004,1,1
1251,4.0,6,100.0,0.0,198,5,0.0,0,0
1252,1.0,4,105.0,0.0,28,4,0.0,0,1
1253,2.0,14,346.0,9.0,39,10,0.0,1,1
1254,5.0,5,124.0,35.0,7,11,0.13333333333333333,0,0
1255,10.0,15,174.0,2.0,36,3,9.7,0,0
1256,5.0,9,207.0,6.0,1,7,0.5833333333333334,0,1
1257,1.0,5,175.0,0.0,82,64,0.31666666666666665,0,0
1258,2.0,3,72.0,0.0,50,1,16.533333333333335,0,0
1259,5.0,5,282.0,0.0,31,42,0.0,0,0
1260,2.0,4,71.0,10.0,17,8,0.0,0,0
1261,1.0,3,276.0,15.0,0,3,52.75,0,1
1262,2.0,7,46.0,1.0,16,5,2748.85,0,1
1263,3.0,3,126.0,0.0,29,4,0.16666666666666666,0,0
1264,5.0,5,336.0,1.0,146,12,61.08333333333334,0,0
1265,2.0,9,57.0,76.0,0,5,0.0,0,0
1266,6.0,4,65.0,76.0,244,8,0.0,0,0
1267,1.0,4,603.0,32.0,13,5,2236.7833333333333,0,0
1268,2.0,2,838.0,24.0,43,3,0.0,0,0
1269,1.0,5,387.0,10.0,202,17,0.38333333333333336,0,0
1270,1.0,4,158.0,99.0,9,2,0.1,0,0
1271,16.0,32,64.0,0.0,124,1,0.0,0,1
1272,1.0,3,356.0,1.0,10,27,17.933333333333334,0,0
1273,1.0,64,399.0,37.0,15,3,4.083333333333334,1,1
1274,4.0,8,489.0,4.0,14,3,0.31666666666666665,1,1
1275,3.0,5,243.0,22.0,1,4,104.86666666666666,0,0
1276,1.0,3,52.0,0.0,29,7,4.6,0,1
1277,2.0,4,133.0,15.0,18,6,0.8333333333333334,0,0
1278,1.0,4,280.0,71.0,30,3,0.0,0,0
1279,1.0,3,430.0,4.0,11,29,0.11666666666666667,0,0
1280,2.0,4,129.0,1.0,199,17,0.0,0,0
1281,6.0,24,102.0,0.0,195,13,171.11666666666667,1,0
1282,2.0,17,254.0,36.0,40,4,1379.65,1,0
1283,8.0,5,125.0,62.0,20,5,2.25,0,0
1284,1.0,10,431.0,0.0,193,3,496.48333333333335,1,0
1285,1.0,4,75.0,39.0,44,6,0.0,0,1
1286,1.0,3,269.0,42.0,64,2,143.01666666666668,0,0
1287,2.0,27,164.0,58.0,46,5,0.75,0,0
1288,3.0,4,68.0,0.0,73,13,16.483333333333334,0,0
1289,2.0,4,307.0,18.0,9,2,0.8666666666666667,0,1
1290,1.0,8,259.0,3.0,133,3,0.43333333333333335,1,1
1291,4.0,4,150.0,1.0,86,3,0.2,0,0
1292,1.0,15,343.0,8.0,8,2,0.3666666666666665,1,0
1293,2.0,7,202.0,3.0,21,3,0.03333333333333333,0,0
1294,6.0,9,38.0,5.0,29,5,0.13333333333333333,0,1
1295,2.0,14,100.0,52.0,21,1,0.16666666666666666,1,0
1296,2.0,9,305.0,0.0,142,3,0.45,0,0
1297,4.0,12,177.0,3.0,20,4,9.066666666666666,0,0
1298,2.0,4,185.0,11.0,127,15,0.0,0,0
1299,6.0,3,154.0,6.0,167,6,0.016666666666666666,0,1
1300,2.0,56,89.0,47.0,39,4,0.0,1,1
1301,5.0,3,112.0,0.0,204,14,1080.7500000000002,0,1
1302,2.0,29,63.0,8.0,210,5,3375.416666666666,1,0
1303,1.0,37,1496.0,13.0,100,127,0.5333333333333333,0,1
1304,1.0,9,221.0,0.0,85,10,6683.6833333333325,0,1
1305,2.0,6,160.0,0.0,70,2,0.0,0,0
1306,2.0,4,197.0,38.0,90,4,0.0,0,1
1307,2.0,13,631.0,1.0,23,9,4074.5333333333338,1,1
1308,3.0,5,315.0,94.0,49,7,0.13333333333333333,0,0
1309,4.0,3,67.0,0.0,97,7,0.0,0,0
1310,6.0,6,183.0,1.0,164,14,0.03333333333333333,0,0
1311,4.0,2,169.0,1.0,209,5,0.0,0,0
1312,4.0,16,120.0,0.0,200,4,2295.3,1,0
1313,6.0,6,62.0,0.0,39,14,0.08333333333333333,0,1
1314,3.0,3,75.0,0.0,26,8,0.1,0,0
1315,2.0,4,104.0,0.0,27,8,1.0000000000000002,0,1
1316,4.0,3,657.0,25.0,221,6,0.05,0,0
1317,1.0,4,105.0,0.0,8,4,0.0,0,0
1318,2.0,3,143.0,2.0,29,8,0.0,0,0
1319,2.0,19,252.0,0.0,87,3,398.9,1,0
1320,2.0,5,481.0,1.0,48,5,0.1,0,1
1321,3.0,33,300.0,0.0,14,229,263.15000000000003,0,0
1322,1.0,4,662.0,0.0,76,16,1492.283333333333,0,0
1323,1.0,12,81.0,0.0,2,7,1.9833333333333336,0,0
1324,2.0,5,127.0,2.0,33,5,0.03333333333333333,0,0
1325,2.0,3,397.0,1.0,153,5,2321.833333333333,0,0
1326,4.0,15,970.0,55.0,53,3,0.21666666666666667,1,1
1327,1.0,19,70.0,9.0,33,5,0.0,0,0
1328,8.0,7,148.0,3.0,24,7,0.0,0,0
1329,1.0,7,903.0,1.0,190,62,0.1,0,0
1330,3.0,7,321.0,25.0,31,3,0.0,0,0
1331,2.0,12,313.0,1.0,198,9,76.78333333333333,1,0
1332,1.0,7,310.0,2.0,88,17,0.55,0,0
1333,7.0,3,114.0,15.0,79,3,0.05,0,0
1334,5.0,6,175.0,0.0,113,4,60.36666666666667,0,0
1335,2.0,11,580.0,9.0,205,2,0.0,0,0
1336,16.0,6,133.0,1.0,119,6,0.4666666666666667,0,0
1337,1.0,3,190.0,30.0,180,22,0.0,0,0
1338,1.0,3,389.0,3.0,21,28,0.0,0,1
1339,2.0,6,133.0,3.0,170,2,0.16666666666666666,0,0
1340,1.0,5,164.0,30.0,1,9,32.43333333333334,0,1
1341,6.0,21,238.0,46.0,83,8,41.68333333333333,1,0
1342,1.0,3,334.0,35.0,159,5,0.0,0,0
1343,12.0,7,87.0,0.0,28,5,0.0,0,0
1344,7.0,3,377.0,10.0,303,4,1534.1,0,0
1345,4.0,5,190.0,9.0,4,4,0.0,0,1
1346,1.0,9,242.0,0.0,9,3,0.0,0,0
1347,2.0,40,553.0,2.0,136,4,9742.366666666667,1,0
1348,3.0,9,259.0,0.0,210,14,241.1833333333333,1,1
1349,2.0,18,195.0,13.0,4,7,0.0,1,1
1350,6.0,5,322.0,6.0,28,5,0.0,0,0
1351,2.0,10,594.0,6.0,24,13,1198.3166666666666,0,0
1352,4.0,43,103.0,51.0,13,3,3124.316666666666,0,0
1353,3.0,3,107.0,39.0,42,4,0.0,0,0
1354,4.0,3,127.0,3.0,31,6,0.0,0,1
1355,5.0,24,73.0,0.0,8,5,58.93333333333333,0,0
1356,4.0,3,146.0,2.0,4,3,5585.25,0,0
1357,16.0,6,734.0,8.0,51,2,3.783333333333333,0,1
1358,3.0,29,155.0,2.0,6,3,602.8333333333334,1,1
1359,4.0,6,337.0,0.0,71,3,0.4833333333333334,0,0
1360,1.0,3,132.0,17.0,64,2,0.0,0,0
1361,2.0,3,32.0,63.0,6,4,0.13333333333333333,0,0
1362,3.0,3,77.0,0.0,166,22,3167.866666666667,0,0
1363,4.0,13,79.0,0.0,164,15,0.0,0,0
1364,2.0,3,123.0,5.0,264,3,2309.95,0,0
1365,1.0,3,147.0,0.0,121,13,289.53333333333336,0,0
1366,2.0,15,176.0,124.0,17,8,0.18333333333333326,1,0
1367,6.0,5,46.0,1.0,46,6,0.05,0,0
1368,1.0,6,147.0,9.0,12,9,203.66666666666663,0,1
1369,8.0,3,123.0,1.0,239,5,1.9,0,0
1370,3.0,7,374.0,1.0,1,2,72.81666666666666,0,1
1371,2.0,3,55.0,8.0,16,6,0.0,0,0
1372,1.0,3,352.0,0.0,71,15,0.0,0,1
1373,4.0,35,166.0,4.0,29,18,2801.066666666666,1,0
1374,2.0,3,143.0,2.0,3,4,0.11666666666666667,0,1
1375,2.0,3,249.0,3.0,61,3,500.15,0,1
1376,2.0,4,364.0,14.0,60,6,0.0,0,0
1377,1.0,11,303.0,0.0,90,16,0.0,0,0
1378,4.0,5,220.0,0.0,178,31,20175.35,0,0
1379,2.0,6,153.0,69.0,73,8,0.13333333333333333,0,0
1380,7.0,21,217.0,2.0,179,3,813.5166666666668,1,0
1381,1.0,3,81.0,1.0,83,13,0.016666666666666666,0,0
1382,2.0,3,457.0,0.0,69,2,0.0,0,0
1383,3.0,4,95.0,11.0,70,9,0.05,0,0
1384,2.0,24,303.0,3.0,87,7,0.0,1,1
1385,1.0,17,435.0,1.0,58,77,4965.233333333334,0,0
1386,2.0,3,359.0,4.0,16,14,0.0,0,1
1387,2.0,6,65.0,9.0,7,2,0.0,0,0
1388,5.0,9,214.0,46.0,8,4,2627.3166666666666,0,0
1389,1.0,3,121.0,4.0,166,14,0.03333333333333333,0,0
1390,5.0,3,114.0,1.0,249,10,0.1,0,0
1391,2.0,75,693.0,7.0,8,19,3093.7166666666667,1,0
1392,8.0,2,125.0,0.0,2,3,0.0,0,0
1393,3.0,3,235.0,36.0,36,5,0.016666666666666666,0,0
1394,2.0,11,710.0,6.0,11,11,1261.0333333333333,0,0
1395,2.0,3,75.0,87.0,33,6,442.88333333333327,0,0
1396,1.0,3,147.0,10.0,188,3,0.3666666666666665,0,0
1397,1.0,9,342.0,0.0,58,16,0.0,0,0
1398,4.0,8,86.0,5.0,2,3,0.4,1,1
1399,7.0,4,829.0,0.0,33,4,0.0,0,0
1400,5.0,4,153.0,52.0,42,1,0.2500000000000001,0,0
1401,4.0,4,187.0,0.0,187,4,0.0,0,0
1402,6.0,5,311.0,0.0,9,3,12.966666666666667,0,0
1403,2.0,4,130.0,0.0,116,7,0.15,0,0
1404,2.0,5,234.0,0.0,50,3,0.03333333333333333,0,0
1405,2.0,24,39.0,34.0,2,8,1.2,1,1
1406,7.0,7,302.0,2.0,0,4,1.4,1,0
1407,4.0,19,247.0,0.0,138,2,0.0,1,0
1408,8.0,47,93.0,1.0,20,10,7.650000000000001,0,0
1409,2.0,62,312.0,10.0,72,6,10.25,1,0
1410,4.0,4,0.0,6.0,12,5,0.8833333333333333,0,0
1411,4.0,4,182.0,0.0,141,3,0.0,0,1
1412,4.0,8,98.0,5.0,232,10,9.166666666666666,0,0
1413,3.0,3,118.0,24.0,2,3,66.36666666666667,0,1
1414,2.0,7,213.0,8.0,27,4,0.0,0,0
1415,2.0,2,81.0,4.0,14,5,0.0,0,1
1416,6.0,4,556.0,7.0,45,9,0.0,0,0
1417,3.0,7,371.0,0.0,69,7,9.3,0,0
1418,3.0,13,531.0,2.0,7,9,1950.4000000000005,1,0
1419,2.0,66,87.0,13.0,2,10,0.0,0,1
1420,3.0,4,101.0,30.0,36,6,0.0,0,1
1421,2.0,30,229.0,51.0,125,5,1361.0666666666666,1,0
1422,1.0,8,337.0,0.0,41,7,0.0,0,0
1423,2.0,24,89.0,0.0,139,7,1166.55,1,0
1424,1.0,5,187.0,0.0,182,10,84.25,0,0
1425,2.0,6,284.0,3.0,103,6,0.26666666666666666,0,0
1426,1.0,3,24.0,0.0,42,2,0.18333333333333326,0,0
1427,2.0,23,82.0,3.0,87,6,0.2500000000000001,1,0
1428,2.0,5,219.0,17.0,343,12,0.03333333333333333,0,0
1429,4.0,15,133.0,0.0,209,17,689.6833333333333,1,0
1430,2.0,6,106.0,0.0,101,8,16.233333333333334,0,0
1431,2.0,12,350.0,17.0,16,4,0.06666666666666668,1,1
1432,2.0,3,22.0,134.0,30,3,3.7,0,0
1433,16.0,6,44.0,0.0,322,4,0.4166666666666667,0,0
1434,2.0,3,337.0,3.0,30,6,49.78333333333333,0,0
1435,2.0,3,386.0,80.0,17,7,0.9,0,0
1436,2.0,5,130.0,0.0,16,2,0.0,0,0
1437,10.0,3,204.0,1.0,128,7,0.0,0,0
1438,2.0,15,440.0,2.0,26,3,5.383333333333334,1,1
1439,4.0,36,102.0,9.0,74,2,0.0,1,0
1440,2.0,17,107.0,1.0,20,29,759.35,0,0
1441,4.0,10,305.0,6.0,169,16,28.3,1,0
1442,1.0,2,1026.0,1.0,16,4,0.0,0,1
1443,4.0,7,95.0,9.0,82,7,0.08333333333333333,0,0
1444,1.0,4,226.0,0.0,197,18,0.0,0,0
1445,2.0,16,473.0,15.0,21,1,0.03333333333333333,1,0
1446,2.0,19,33.0,0.0,69,8,218.31666666666663,0,1
1447,2.0,3,93.0,4.0,17,4,28.13333333333333,0,0
1448,2.0,29,312.0,63.0,12,3,0.0,1,0
1449,4.0,13,435.0,0.0,73,9,2524.183333333333,1,0
1450,4.0,4,250.0,2.0,13,2,0.38333333333333336,0,0
1451,1.0,14,315.0,42.0,41,3,0.16666666666666666,0,1
1452,1.0,8,95.0,0.0,140,21,0.03333333333333333,0,0
1453,4.0,3,251.0,10.0,174,15,4.516666666666667,0,0
1454,2.0,3,206.0,0.0,10,30,0.0,0,1
1455,8.0,3,81.0,15.0,130,4,0.0,0,0
1456,1.0,15,178.0,10.0,1,2,0.7333333333333333,1,0
1457,4.0,56,15.0,4.0,27,3,83.11666666666666,1,0
1458,1.0,6,516.0,0.0,128,8,0.0,0,0
1459,6.0,16,110.0,0.0,31,2,0.0,1,0
1460,1.0,2,79.0,12.0,32,4,0.0,0,0
1461,2.0,4,202.0,2.0,6,5,0.0,0,1
1462,3.0,9,225.0,4.0,90,8,0.0,0,1
1463,1.0,4,412.0,7.0,16,5,67.73333333333333,0,0
1464,6.0,11,92.0,3.0,31,9,0.1,0,0
1465,2.0,3,187.0,0.0,15,4,914.4833333333332,0,0
1466,1.0,4,232.0,0.0,90,21,0.0,0,1
1467,1.0,3,93.0,0.0,191,14,0.0,0,1
1468,2.0,8,104.0,7.0,209,5,0.0,0,0
1469,3.0,3,306.0,30.0,55,3,0.0,0,0
1470,6.0,2,117.0,0.0,23,4,0.0,0,0
1471,2.0,4,143.0,1.0,33,7,13.383333333333333,0,1
1472,2.0,4,664.0,24.0,3,2,0.0,0,0
1473,6.0,4,46.0,3.0,55,4,0.0,0,0
1474,6.0,8,335.0,0.0,116,7,0.0,0,0
1475,2.0,3,181.0,0.0,207,9,7823.383333333334,0,0
1476,2.0,3,371.0,3.0,221,3,0.7,0,1
1477,1.0,11,106.0,9.0,75,14,2.1333333333333333,0,0
1478,1.0,3,765.0,10.0,26,4,0.0,0,0
1479,2.0,27,210.0,0.0,41,9,21.316666666666666,1,0
1480,4.0,3,189.0,1.0,135,2,0.9833333333333336,0,1
1481,2.0,3,126.0,0.0,140,10,0.0,0,0
1482,2.0,3,88.0,0.0,65,10,0.0,0,0
1483,8.0,46,186.0,0.0,53,67,1.25,1,0
1484,3.0,3,89.0,12.0,9,3,200.88333333333333,0,0
1485,4.0,3,141.0,10.0,2,3,0.0,0,1
1486,5.0,3,173.0,2.0,13,8,0.0,0,0
1487,7.0,2,94.0,2.0,38,4,0.0,0,0
1488,1.0,6,359.0,26.0,11,2,0.0,0,0
1489,2.0,6,72.0,20.0,30,6,643.4166666666666,0,0
1490,4.0,6,183.0,1.0,46,7,0.31666666666666665,0,0
1491,2.0,6,175.0,14.0,99,7,0.5000000000000001,0,0
1492,1.0,9,66.0,6.0,40,1,679.25,1,1
1493,8.0,3,122.0,1.0,185,21,1148.9166666666667,0,0
1494,2.0,5,54.0,0.0,174,3,0.0,0,0
1495,6.0,3,84.0,0.0,119,11,0.0,0,0
1496,3.0,3,15.0,32.0,135,21,0.0,0,0
1497,3.0,4,728.0,69.0,62,9,0.0,0,0
1498,4.0,7,902.0,27.0,28,3,6500.716666666666,0,0
1499,1.0,2,113.0,0.0,34,10,0.0,0,1
1500,3.0,6,278.0,41.0,23,4,0.8333333333333334,0,0
1501,7.0,8,99.0,33.0,58,2,14.983333333333333,0,0
1502,1.0,3,198.0,1.0,8,7,0.0,0,1
1503,2.0,11,115.0,3.0,204,4,0.4166666666666667,0,0
1504,2.0,33,38.0,81.0,16,3,2994.083333333333,1,1
1505,3.0,2,212.0,0.0,155,21,0.0,0,1
1506,2.0,9,285.0,9.0,34,8,0.03333333333333333,0,0
1507,4.0,8,192.0,7.0,90,7,0.0,0,1
1508,1.0,16,391.0,20.0,23,13,3650.6,1,0
1509,2.0,7,341.0,0.0,21,3,1.0833333333333333,0,1
1510,2.0,3,206.0,96.0,25,4,0.05,0,0
1511,2.0,3,413.0,0.0,72,5,0.38333333333333336,0,1
1512,5.0,3,95.0,5.0,28,5,0.13333333333333333,0,0
1513,1.0,8,80.0,23.0,1,3,7.433333333333334,0,1
1514,2.0,23,306.0,19.0,54,3,0.15,1,1
1515,2.0,3,164.0,4.0,196,5,0.0,0,0
1516,2.0,7,42.0,3.0,158,23,0.95,0,0
1517,1.0,15,79.0,0.0,41,62,39.266666666666666,0,0
1518,2.0,17,237.0,0.0,91,5,950.35,1,1
1519,2.0,28,47.0,0.0,129,10,66.76666666666668,1,0
1520,4.0,3,128.0,0.0,30,7,0.4,0,0
1521,2.0,12,420.0,3.0,29,5,0.0,1,1
1522,2.0,3,194.0,0.0,222,8,0.0,0,0
1523,3.0,3,331.0,49.0,20,3,0.1,0,0
1524,1.0,3,424.0,0.0,29,4,733.6333333333333,0,0
1525,1.0,6,636.0,5.0,15,7,0.0,0,1
1526,6.0,8,102.0,1.0,161,11,0.03333333333333333,0,1
1527,2.0,3,76.0,0.0,62,6,0.0,0,0
1528,1.0,7,766.0,1.0,90,15,0.0,0,1
1529,2.0,6,146.0,0.0,19,4,9.283333333333333,0,0
1530,5.0,6,50.0,6.0,95,3,0.0,0,0
1531,2.0,6,193.0,5.0,86,3,9.016666666666667,0,0
1532,9.0,4,131.0,35.0,77,4,0.0,0,0
1533,2.0,23,116.0,13.0,192,5,247.71666666666667,0,0
1534,6.0,4,216.0,3.0,194,17,0.0,0,0
1535,5.0,5,274.0,27.0,50,9,0.11666666666666667,0,0
1536,2.0,25,108.0,0.0,47,2,46.36666666666667,0,0
1537,6.0,5,339.0,31.0,38,9,0.7,0,0
1538,2.0,4,245.0,0.0,90,5,1451.3833333333334,0,0
1539,5.0,21,191.0,2.0,141,5,0.21666666666666667,1,0
1540,4.0,3,798.0,0.0,84,6,0.45,0,0
1541,2.0,16,100.0,2.0,0,2,6.833333333333332,1,1
1542,2.0,5,207.0,94.0,6,3,0.0,0,1
1543,5.0,20,289.0,1.0,20,6,0.0,0,0
1544,2.0,10,503.0,5.0,110,10,5054.65,0,0
1545,7.0,4,281.0,0.0,26,2,513.7500000000001,0,0
1546,1.0,18,122.0,13.0,0,2,116.65,1,0
1547,4.0,2,223.0,0.0,20,4,0.0,0,1
1548,2.0,4,233.0,0.0,70,2,0.0,0,0
1549,2.0,3,694.0,1.0,43,17,0.0,0,0
1550,3.0,3,393.0,24.0,145,5,0.0,0,0
1551,1.0,2,427.0,3.0,13,15,0.0,0,1
1552,2.0,3,143.0,2.0,89,3,0.13333333333333333,0,0
1553,2.0,23,348.0,36.0,56,4,40.583333333333336,0,0
1554,1.0,3,52.0,0.0,19,7,0.13333333333333333,0,0
1555,5.0,4,85.0,15.0,23,2,0.5833333333333334,0,1
1556,2.0,3,407.0,3.0,59,2,0.0,0,0
1557,4.0,3,376.0,0.0,24,3,0.43333333333333335,0,0
1558,2.0,3,53.0,0.0,83,5,0.0,0,1
1559,6.0,4,77.0,41.0,210,17,0.0,0,0
1560,6.0,6,119.0,4.0,4,3,0.11666666666666667,0,1
1561,6.0,23,37.0,0.0,142,9,659.8666666666667,1,0
1562,10.0,3,255.0,0.0,30,4,0.0,0,1
1563,2.0,7,228.0,13.0,1,7,0.0,0,0
1564,3.0,3,254.0,1.0,27,8,0.0,0,0
1565,3.0,18,791.0,24.0,81,10,1430.3666666666666,1,1
1566,2.0,7,152.0,12.0,7,3,0.21666666666666667,0,0
1567,2.0,14,45.0,0.0,83,5,129.50000000000003,0,1
1568,7.0,22,364.0,0.0,4,1,4.266666666666667,1,0
1569,5.0,3,172.0,0.0,103,10,0.0,0,1
1570,1.0,7,141.0,0.0,86,4,96158.53333333334,0,0
1571,5.0,3,333.0,0.0,190,3,0.0,0,1
1572,1.0,9,17.0,10.0,6,4,0.0,0,1
1573,1.0,7,777.0,11.0,17,11,0.2333333333333333,0,0
1574,2.0,35,111.0,7.0,0,3,17.9,1,1
1575,5.0,3,80.0,0.0,30,5,0.0,0,1
1576,1.0,3,212.0,0.0,19,91,0.03333333333333333,0,0
1577,5.0,3,22.0,20.0,30,5,0.0,0,0
1578,3.0,10,336.0,25.0,55,3,0.4833333333333334,1,1
1579,2.0,5,160.0,0.0,37,6,51.75,0,0
1580,6.0,4,160.0,0.0,24,4,0.35,0,0
1581,5.0,6,191.0,0.0,31,3,0.0,0,0
1582,4.0,11,149.0,0.0,98,2,1.3166666666666669,1,0
1583,3.0,9,44.0,2.0,19,9,96.06666666666666,0,0
1584,5.0,4,249.0,10.0,32,4,0.3,0,0
1585,5.0,4,170.0,1.0,266,5,599.0,0,0
1586,1.0,5,145.0,5.0,4,13,205.0833333333333,0,0
1587,1.0,8,453.0,1.0,109,8,0.0,0,0
1588,2.0,11,250.0,0.0,88,12,1446.1833333333334,0,0
1589,2.0,3,107.0,0.0,52,10,361.36666666666673,0,0
1590,2.0,11,175.0,0.0,0,4,0.55,0,1
1591,2.0,7,205.0,60.0,8,2,0.0,0,0
1592,1.0,10,289.0,13.0,149,2,0.16666666666666666,1,1
1593,1.0,39,907.0,1.0,61,3,37929.1,0,0
1594,4.0,2,85.0,0.0,186,6,0.0,0,0
1595,1.0,15,118.0,0.0,210,14,0.21666666666666667,0,0
1596,4.0,4,38.0,0.0,51,4,0.15,0,0
1597,4.0,11,148.0,149.0,278,5,0.13333333333333333,0,1
1598,1.0,10,380.0,7.0,204,20,0.0,1,1
1599,8.0,5,87.0,0.0,31,4,1329.3,0,0
1600,5.0,13,494.0,77.0,52,2,12175.566666666668,1,0
1601,2.0,13,321.0,0.0,13,7,0.0,0,0
1602,2.0,21,350.0,0.0,75,7,0.0,0,0
1603,2.0,11,368.0,37.0,6,1,247.83333333333337,1,1
1604,5.0,4,508.0,19.0,99,31,0.0,0,0
1605,2.0,5,249.0,6.0,218,10,0.0,0,1
1606,1.0,5,317.0,1.0,134,2,0.06666666666666668,0,0
1607,4.0,8,249.0,20.0,44,3,1272.0,1,0
1608,1.0,13,345.0,1.0,13,3,0.2333333333333333,1,0
1609,1.0,5,562.0,9.0,39,17,0.11666666666666667,0,0
1610,1.0,6,277.0,0.0,76,2,5057.666666666667,0,1
1611,1.0,21,192.0,103.0,120,6,0.16666666666666666,0,0
1612,11.0,5,222.0,0.0,36,3,0.0,0,1
1613,2.0,2,70.0,19.0,4,8,0.0,0,1
1614,5.0,27,167.0,2.0,58,7,0.0,1,0
1615,2.0,5,416.0,14.0,43,9,4.333333333333333,0,0
1616,3.0,5,29.0,0.0,36,4,2.6166666666666667,1,1
1617,2.0,6,132.0,96.0,3,4,0.0,0,1
1618,4.0,4,287.0,10.0,69,8,0.06666666666666668,0,0
1619,11.0,7,196.0,4.0,167,3,0.0,0,1
1620,6.0,3,174.0,1.0,50,22,0.35,0,0
1621,4.0,10,219.0,1.0,75,6,117.88333333333334,0,1
1622,2.0,11,265.0,0.0,114,5,6.4833333333333325,0,0
1623,4.0,5,515.0,109.0,5,3,0.0,0,0
1624,2.0,19,427.0,5.0,227,7,0.0,1,0
1625,6.0,4,361.0,19.0,135,3,0.4833333333333334,0,0
1626,5.0,3,292.0,18.0,124,3,0.3,0,0
1627,4.0,44,421.0,23.0,52,12,119.91666666666669,1,0
1628,2.0,8,270.0,3.0,58,11,1383.6,1,0
1629,2.0,6,186.0,0.0,65,7,0.0,0,1
1630,2.0,3,400.0,34.0,86,3,0.0,0,0
1631,2.0,7,199.0,0.0,150,7,0.06666666666666668,0,0
1632,1.0,2,143.0,0.0,9,1,0.0,0,0
1633,2.0,3,201.0,2.0,224,5,0.95,0,0
1634,3.0,3,316.0,0.0,23,4,3132.5,0,0
1635,2.0,6,303.0,4.0,0,1,0.0,0,0
1636,10.0,5,171.0,0.0,41,3,0.0,0,0
1637,1.0,12,147.0,5.0,37,31,3962.916666666667,1,1
1638,1.0,9,219.0,14.0,93,38,0.0,0,0
1639,2.0,3,158.0,6.0,50,5,0.03333333333333333,0,0
1640,3.0,3,249.0,0.0,0,5,13.433333333333335,0,1
1641,5.0,4,236.0,0.0,85,4,0.55,0,1
1642,4.0,8,290.0,49.0,45,3,291.1,1,1
1643,1.0,7,510.0,1.0,84,23,0.0,0,1
1644,7.0,45,451.0,12.0,3,2,331.56666666666666,1,0
1645,2.0,6,89.0,1.0,100,4,18348.75,0,1
1646,2.0,8,46.0,0.0,158,5,0.05,0,0
1647,2.0,6,110.0,9.0,6,3,0.0,0,1
1648,4.0,3,47.0,18.0,9,8,0.0,0,0
1649,1.0,6,156.0,0.0,53,7,4527.166666666667,0,1
1650,5.0,3,182.0,2.0,202,9,870.75,0,0
1651,1.0,4,104.0,14.0,21,3,5.266666666666667,0,1
1652,3.0,9,122.0,21.0,6,3,3101.2,0,1
1653,6.0,10,188.0,20.0,63,9,86.76666666666668,1,1
1654,4.0,6,444.0,0.0,136,8,0.0,0,1
1655,5.0,57,141.0,15.0,16,3,9.566666666666666,1,1
1656,6.0,13,321.0,38.0,45,3,0.0,0,1
1657,1.0,31,293.0,0.0,34,19,0.26666666666666666,0,0
1658,1.0,3,686.0,0.0,38,37,0.0,0,0
1659,4.0,5,534.0,6.0,247,3,0.0,0,0
1660,1.0,10,221.0,1.0,3,4,97.45,0,0
1661,2.0,3,236.0,28.0,52,3,0.0,0,0
1662,4.0,4,292.0,2.0,78,4,0.0,0,0
1663,2.0,5,88.0,0.0,30,49,0.8833333333333333,0,0
1664,10.0,6,109.0,0.0,188,4,0.2500000000000001,0,0
1665,1.0,6,185.0,20.0,18,6,0.0,0,0
1666,2.0,17,237.0,2.0,184,4,2203.3,1,0
1667,2.0,40,124.0,4.0,189,8,0.18333333333333326,1,1
1668,2.0,2,191.0,1.0,10,3,0.0,0,0
1669,1.0,5,126.0,1.0,90,7,0.03333333333333333,0,1
1670,1.0,3,252.0,32.0,35,4,0.26666666666666666,0,0
1671,6.0,3,73.0,7.0,12,3,0.5833333333333334,0,0
