,guest_size,message_length,total_reviews,lead_time,days_of_stay,replied,rt_Entire_home/apt,rt_Private room,rt_Shared room,contact_me,past_booker,not_replied
5331,3.0,206.0,2.0,19,8,1,1,0,0,1,1,0
5332,4.0,411.0,1.0,138,27,1,1,0,0,1,0,0
5333,1.0,1081.0,0.0,191,31,0,1,0,0,1,1,1
5335,2.0,450.0,0.0,33,60,1,1,0,0,1,1,0
5337,4.0,19.0,2.0,50,3,1,1,0,0,1,0,0
5338,3.0,204.0,9.0,1,1,1,1,0,0,0,1,0
5339,3.0,277.0,13.0,10,5,1,1,0,0,1,0,0
5344,4.0,771.0,1.0,158,19,1,1,0,0,1,0,0
5345,4.0,0.0,23.0,4,4,1,1,0,0,0,1,0
5346,2.0,28.0,13.0,7,2,1,1,0,0,0,1,0
5347,2.0,287.0,0.0,153,17,1,1,0,0,1,1,0
5348,2.0,160.0,2.0,212,3,1,1,0,0,1,0,0
5351,8.0,448.0,0.0,86,3,1,1,0,0,0,0,0
5355,2.0,204.0,1.0,5,8,0,1,0,0,0,1,1
5357,2.0,197.0,4.0,4,1,1,0,1,0,0,1,0
5358,1.0,346.0,0.0,164,21,1,0,1,0,1,0,0
5361,8.0,109.0,4.0,30,5,1,1,0,0,1,0,0
5365,1.0,248.0,0.0,53,11,1,0,1,0,1,0,0
5368,1.0,309.0,21.0,27,5,1,1,0,0,1,1,0
5370,2.0,151.0,0.0,19,4,1,1,0,0,0,0,0
5371,4.0,120.0,0.0,23,4,0,1,0,0,1,0,1
5372,1.0,415.0,1.0,12,2,1,1,0,0,1,0,0
5373,2.0,79.0,0.0,16,91,1,1,0,0,1,0,0
5375,1.0,155.0,24.0,7,7,1,1,0,0,1,1,0
5377,3.0,136.0,2.0,28,3,1,1,0,0,1,0,0
5378,3.0,134.0,5.0,30,4,0,0,0,1,0,0,1
5380,1.0,123.0,0.0,151,14,1,1,0,0,1,0,0
5381,1.0,62.0,0.0,10,28,1,1,0,0,0,1,0
5382,1.0,0.0,11.0,104,18,1,0,1,0,0,0,0
5388,2.0,75.0,0.0,14,6,1,1,0,0,1,0,0
5389,10.0,188.0,0.0,146,9,0,1,0,0,1,0,1
5390,3.0,67.0,0.0,0,3,1,1,0,0,0,1,0
5392,1.0,907.0,20.0,5,6,1,0,1,0,1,0,0
5396,2.0,154.0,1.0,53,2,1,1,0,0,0,0,0
5397,8.0,477.0,1.0,38,4,0,1,0,0,0,1,1
5401,2.0,68.0,0.0,20,5,1,1,0,0,1,0,0
5402,1.0,482.0,27.0,34,3,1,1,0,0,0,1,0
5408,2.0,199.0,28.0,43,7,1,1,0,0,1,1,0
5409,1.0,277.0,1.0,170,3,1,0,1,0,1,0,0
5410,6.0,75.0,13.0,188,5,1,1,0,0,1,1,0
5416,6.0,93.0,13.0,1,2,1,1,0,0,0,1,0
5417,2.0,132.0,1.0,100,3,1,1,0,0,0,0,0
5419,1.0,296.0,0.0,0,1,0,1,0,0,1,0,1
5421,4.0,208.0,0.0,183,19,1,1,0,0,1,0,0
5424,7.0,338.0,0.0,180,2,1,1,0,0,0,1,0
5426,2.0,327.0,52.0,10,2,1,1,0,0,1,0,0
5427,6.0,76.0,0.0,177,2,1,1,0,0,1,1,0
5428,3.0,153.0,0.0,27,7,1,1,0,0,1,0,0
5430,2.0,263.0,2.0,322,7,1,1,0,0,1,0,0
5432,2.0,349.0,36.0,288,2,1,0,1,0,1,1,0
5436,2.0,186.0,0.0,206,16,1,1,0,0,1,0,0
5437,1.0,243.0,1.0,183,7,0,1,0,0,1,0,1
5439,2.0,81.0,2.0,138,7,0,1,0,0,1,1,1
5443,3.0,162.0,12.0,17,2,1,1,0,0,0,0,0
5444,2.0,857.0,1.0,128,63,1,1,0,0,1,1,0
5447,2.0,713.0,9.0,211,8,1,1,0,0,1,0,0
5448,1.0,143.0,0.0,33,92,1,1,0,0,1,0,0
5449,2.0,179.0,1.0,34,10,0,0,1,0,0,1,1
5450,3.0,290.0,0.0,28,7,1,1,0,0,1,1,0
5454,1.0,682.0,5.0,91,17,1,0,1,0,1,0,0
5455,5.0,274.0,3.0,44,2,1,1,0,0,0,1,0
5456,5.0,89.0,0.0,134,9,1,1,0,0,1,1,0
5457,6.0,125.0,0.0,27,5,1,1,0,0,1,0,0
5458,1.0,189.0,10.0,5,4,0,0,1,0,0,1,1
5459,3.0,196.0,0.0,29,3,1,1,0,0,1,0,0
5462,2.0,120.0,87.0,2,7,1,0,1,0,1,0,0
5463,2.0,183.0,0.0,59,2,1,1,0,0,0,0,0
5465,4.0,168.0,0.0,25,4,1,1,0,0,1,0,0
5467,1.0,254.0,2.0,212,1,0,1,0,0,1,1,1
5468,1.0,101.0,12.0,7,2,1,0,1,0,0,1,0
5469,3.0,415.0,2.0,85,12,1,1,0,0,1,1,0
5470,4.0,404.0,1.0,27,4,1,1,0,0,0,0,0
5472,2.0,0.0,18.0,87,7,1,1,0,0,0,0,0
5474,1.0,140.0,0.0,131,2,1,0,0,1,1,1,0
5478,3.0,148.0,50.0,19,6,1,1,0,0,0,1,0
5481,2.0,249.0,4.0,250,16,1,1,0,0,0,1,0
5485,4.0,166.0,0.0,144,7,1,1,0,0,1,0,0
5487,3.0,295.0,0.0,20,8,1,1,0,0,1,0,0
5488,5.0,194.0,9.0,28,3,1,1,0,0,0,1,0
5489,6.0,276.0,7.0,28,4,1,1,0,0,0,1,0
5492,2.0,36.0,81.0,19,5,1,1,0,0,0,1,0
5493,2.0,161.0,0.0,194,6,1,1,0,0,1,1,0
5494,5.0,213.0,2.0,215,17,0,1,0,0,1,1,1
5497,3.0,62.0,3.0,23,5,1,1,0,0,1,0,0
5498,2.0,196.0,59.0,41,5,1,1,0,0,1,0,0
5500,1.0,197.0,7.0,18,5,1,0,1,0,1,0,0
5501,2.0,504.0,48.0,195,13,1,1,0,0,1,0,0
5502,5.0,373.0,12.0,15,4,1,1,0,0,1,1,0
5503,4.0,144.0,6.0,212,10,0,1,0,0,0,0,1
5504,2.0,143.0,19.0,139,2,0,0,0,1,1,1,1
5505,4.0,42.0,0.0,191,4,1,1,0,0,1,0,0
5506,6.0,635.0,4.0,73,6,1,1,0,0,1,1,0
5507,2.0,185.0,3.0,9,1,1,1,0,0,1,1,0
5510,2.0,384.0,18.0,20,29,1,1,0,0,1,1,0
5511,1.0,31.0,18.0,16,1,1,1,0,0,0,0,0
5512,4.0,57.0,17.0,31,5,1,1,0,0,1,0,0
5514,1.0,356.0,17.0,7,7,1,0,1,0,0,1,0
5516,1.0,181.0,1.0,221,3,0,1,0,0,0,0,1
5517,2.0,0.0,19.0,65,3,1,1,0,0,0,0,0
5518,2.0,157.0,6.0,270,7,1,1,0,0,1,0,0
5521,1.0,47.0,14.0,29,305,1,0,1,0,1,1,0
5522,2.0,162.0,88.0,6,2,1,0,1,0,0,0,0
5524,2.0,159.0,0.0,75,5,1,1,0,0,1,0,0
5526,6.0,108.0,0.0,237,7,0,1,0,0,0,1,1
5527,6.0,72.0,0.0,112,6,1,1,0,0,0,0,0
5528,1.0,261.0,0.0,193,18,1,0,1,0,0,0,0
5529,1.0,71.0,0.0,24,81,0,0,1,0,1,0,1
5530,7.0,532.0,23.0,31,2,1,1,0,0,1,0,0
5531,2.0,493.0,0.0,71,3,1,1,0,0,0,1,0
5532,2.0,71.0,1.0,0,3,0,1,0,0,1,0,1
5534,2.0,537.0,10.0,15,9,1,1,0,0,1,0,0
5536,1.0,251.0,5.0,35,31,1,1,0,0,1,0,0
5537,2.0,5.0,6.0,17,4,0,1,0,0,0,0,1
5538,2.0,47.0,1.0,84,8,0,0,1,0,0,0,1
5539,1.0,346.0,1.0,18,6,1,1,0,0,0,0,0
5540,8.0,80.0,2.0,197,8,1,1,0,0,0,0,0
5541,2.0,540.0,0.0,25,7,1,0,1,0,0,1,0
5542,2.0,455.0,5.0,177,8,1,1,0,0,1,1,0
5543,7.0,58.0,3.0,12,4,1,1,0,0,0,1,0
5545,1.0,437.0,6.0,28,31,1,1,0,0,0,1,0
5547,4.0,187.0,8.0,42,3,1,1,0,0,1,1,0
5548,4.0,268.0,12.0,28,3,1,1,0,0,1,1,0
5549,5.0,95.0,7.0,211,6,1,1,0,0,0,1,0
5550,2.0,101.0,7.0,89,24,1,1,0,0,1,0,0
5551,4.0,258.0,19.0,129,3,1,1,0,0,1,1,0
5553,4.0,567.0,21.0,15,3,1,1,0,0,0,0,0
5554,1.0,34.0,0.0,184,14,1,1,0,0,1,0,0
5555,2.0,193.0,15.0,96,4,1,0,1,0,1,1,0
5556,5.0,0.0,9.0,5,1,1,1,0,0,0,0,0
5557,2.0,120.0,19.0,3,1,1,0,1,0,1,0,0
5559,4.0,177.0,0.0,190,16,1,1,0,0,1,0,0
5562,2.0,584.0,0.0,23,10,1,1,0,0,1,0,0
5563,2.0,238.0,2.0,94,4,1,0,1,0,1,1,0
5565,1.0,50.0,11.0,18,3,1,0,1,0,1,0,0
5569,3.0,156.0,10.0,0,1,1,0,0,1,0,0,0
5571,5.0,341.0,2.0,85,7,1,1,0,0,0,1,0
5573,4.0,263.0,3.0,84,9,1,1,0,0,1,0,0
5576,2.0,299.0,0.0,113,100,1,1,0,0,1,0,0
5577,2.0,234.0,3.0,94,7,1,1,0,0,0,1,0
5578,3.0,247.0,0.0,208,10,1,1,0,0,0,0,0
5579,2.0,277.0,1.0,194,6,1,1,0,0,0,1,0
5580,4.0,385.0,0.0,59,12,1,1,0,0,1,1,0
5581,2.0,205.0,47.0,130,2,1,1,0,0,0,0,0
5582,1.0,329.0,8.0,76,334,1,0,1,0,1,0,0
5583,2.0,579.0,1.0,61,8,1,0,1,0,1,0,0
5584,1.0,487.0,5.0,55,22,1,0,1,0,1,1,0
5587,5.0,384.0,1.0,182,1,0,1,0,0,1,0,1
5588,2.0,12.0,21.0,24,5,1,1,0,0,0,1,0
5589,2.0,210.0,4.0,3,2,1,1,0,0,0,1,0
5590,5.0,63.0,0.0,5,3,1,1,0,0,0,1,0
5592,2.0,129.0,0.0,62,2,1,1,0,0,1,0,0
5593,4.0,109.0,0.0,15,9,1,1,0,0,0,1,0
5594,3.0,320.0,0.0,65,18,1,0,0,1,0,0,0
5596,1.0,123.0,0.0,26,7,1,0,0,1,1,0,0
5597,4.0,37.0,17.0,171,4,1,1,0,0,1,1,0
5600,1.0,77.0,3.0,68,7,1,0,1,0,0,1,0
5601,1.0,109.0,8.0,133,4,1,1,0,0,1,1,0
5602,5.0,245.0,0.0,58,8,1,1,0,0,1,0,0
5603,2.0,0.0,7.0,17,7,1,1,0,0,0,0,0
5604,3.0,104.0,0.0,196,17,1,1,0,0,1,0,0
5605,11.0,111.0,24.0,120,4,1,1,0,0,1,1,0
5607,7.0,126.0,1.0,11,5,1,1,0,0,1,0,0
5608,1.0,322.0,14.0,95,12,1,1,0,0,0,0,0
5610,2.0,285.0,23.0,8,5,1,1,0,0,0,1,0
5611,2.0,0.0,5.0,5,1,1,1,0,0,0,0,0
5612,1.0,356.0,3.0,4,8,1,0,1,0,1,0,0
5615,2.0,232.0,0.0,23,7,1,0,1,0,1,0,0
5618,3.0,52.0,0.0,38,27,1,1,0,0,1,0,0
5619,1.0,309.0,15.0,33,4,1,1,0,0,1,0,0
5621,2.0,88.0,26.0,5,2,1,1,0,0,1,0,0
5622,4.0,101.0,0.0,206,8,1,1,0,0,0,0,0
5625,2.0,114.0,18.0,64,4,1,1,0,0,1,1,0
5627,1.0,430.0,1.0,11,29,1,0,1,0,1,1,0
5628,2.0,100.0,0.0,109,41,1,1,0,0,1,0,0
5630,2.0,94.0,0.0,107,6,0,0,1,0,1,1,1
5632,2.0,205.0,1.0,6,4,1,1,0,0,1,1,0
5633,1.0,121.0,0.0,5,30,0,1,0,0,1,0,1
5634,8.0,96.0,0.0,31,4,0,1,0,0,1,0,1
5637,3.0,150.0,18.0,23,4,1,1,0,0,0,0,0
5640,4.0,187.0,0.0,73,1,1,0,1,0,0,0,0
5643,4.0,113.0,1.0,207,3,1,1,0,0,1,0,0
5644,2.0,361.0,0.0,46,3,1,1,0,0,1,0,0
5645,1.0,135.0,1.0,27,3,1,1,0,0,0,1,0
5646,2.0,198.0,13.0,32,4,1,1,0,0,0,0,0
5648,4.0,0.0,1.0,197,3,1,1,0,0,0,0,0
5649,3.0,155.0,64.0,29,4,1,1,0,0,1,0,0
5650,1.0,306.0,11.0,89,11,1,0,1,0,1,0,0
5651,3.0,173.0,99.0,4,7,1,1,0,0,1,0,0
5654,2.0,123.0,1.0,24,4,1,1,0,0,1,0,0
5655,3.0,119.0,6.0,182,3,1,1,0,0,1,0,0
5658,5.0,96.0,0.0,29,5,1,1,0,0,1,0,0
5660,5.0,165.0,0.0,113,11,1,1,0,0,1,1,0
5661,1.0,175.0,1.0,4,7,1,1,0,0,1,0,0
5663,5.0,26.0,0.0,72,4,1,1,0,0,1,1,0
5664,2.0,409.0,71.0,26,2,1,1,0,0,0,1,0
5666,6.0,85.0,1.0,212,12,1,1,0,0,1,0,0
5668,4.0,208.0,58.0,22,3,1,1,0,0,1,1,0
5669,1.0,217.0,11.0,11,4,1,1,0,0,0,0,0
5670,4.0,201.0,0.0,94,2,1,1,0,0,1,0,0
5674,2.0,276.0,0.0,2,5,1,1,0,0,1,1,0
5676,1.0,328.0,0.0,163,6,1,0,1,0,1,0,0
5682,1.0,153.0,1.0,209,8,1,1,0,0,1,0,0
5683,2.0,0.0,23.0,261,17,1,1,0,0,0,0,0
5684,3.0,228.0,0.0,7,5,1,0,1,0,1,0,0
5686,1.0,137.0,51.0,2,1,1,0,1,0,0,1,0
5687,4.0,156.0,41.0,63,2,1,0,1,0,1,1,0
5688,2.0,218.0,47.0,15,2,1,1,0,0,1,1,0
5689,1.0,260.0,16.0,23,2,1,0,0,1,0,0,0
5691,2.0,266.0,2.0,200,6,1,1,0,0,1,0,0
5693,2.0,368.0,0.0,195,1,1,0,1,0,0,0,0
5694,1.0,106.0,1.0,29,15,1,0,1,0,0,1,0
5696,5.0,171.0,0.0,23,3,1,1,0,0,1,0,0
5698,3.0,324.0,12.0,44,3,1,0,1,0,0,0,0
5700,6.0,241.0,0.0,167,25,0,1,0,0,1,0,1
5701,3.0,165.0,0.0,212,3,0,1,0,0,1,0,1
5706,2.0,161.0,14.0,10,2,1,1,0,0,1,0,0
5707,6.0,118.0,4.0,52,2,1,1,0,0,0,0,0
5710,1.0,283.0,0.0,176,1,1,1,0,0,1,0,0
5711,2.0,397.0,0.0,193,4,1,1,0,0,1,0,0
5715,2.0,19.0,0.0,65,15,1,0,1,0,1,0,0
5716,1.0,45.0,1.0,110,28,1,0,1,0,1,0,0
5717,2.0,231.0,0.0,72,2,1,1,0,0,0,1,0
5719,6.0,140.0,87.0,145,4,1,1,0,0,0,0,0
5721,1.0,153.0,0.0,21,7,1,1,0,0,1,0,0
5723,10.0,101.0,0.0,84,3,1,1,0,0,1,0,0
5728,2.0,268.0,0.0,83,5,1,1,0,0,1,0,0
5729,1.0,296.0,0.0,198,1,0,1,0,0,0,0,1
5731,4.0,0.0,4.0,213,4,0,1,0,0,0,0,1
5732,2.0,92.0,11.0,350,4,1,1,0,0,1,0,0
5733,4.0,469.0,0.0,125,11,1,1,0,0,1,0,0
5735,2.0,79.0,0.0,1,6,0,1,0,0,0,0,1
5737,1.0,210.0,2.0,29,152,1,0,1,0,1,0,0
5738,13.0,178.0,0.0,219,5,0,1,0,0,1,1,1
5740,2.0,123.0,62.0,44,8,1,1,0,0,0,1,0
5744,2.0,0.0,1.0,17,4,1,1,0,0,0,0,0
5746,2.0,134.0,0.0,24,4,1,0,0,1,1,0,0
5747,8.0,273.0,0.0,62,55,0,1,0,0,1,0,1
5749,2.0,148.0,20.0,40,5,1,1,0,0,0,0,0
5754,2.0,412.0,7.0,4,1,1,0,1,0,0,1,0
5756,2.0,0.0,12.0,213,2,1,1,0,0,0,1,0
5758,2.0,0.0,0.0,94,8,1,1,0,0,0,1,0
5759,2.0,49.0,0.0,94,7,1,1,0,0,1,0,0
5760,2.0,866.0,1.0,41,5,1,1,0,0,0,1,0
5765,11.0,162.0,0.0,67,7,1,1,0,0,1,0,0
5766,1.0,3.0,0.0,9,18,1,0,1,0,0,1,0
5767,2.0,558.0,39.0,102,8,1,1,0,0,0,1,0
5768,4.0,211.0,0.0,11,2,1,0,0,1,0,0,0
5770,5.0,193.0,0.0,210,15,1,1,0,0,1,0,0
5771,2.0,280.0,72.0,158,3,1,1,0,0,1,0,0
5773,3.0,259.0,0.0,180,2,1,1,0,0,1,0,0
5774,4.0,43.0,3.0,31,4,0,1,0,0,1,0,1
5775,2.0,351.0,6.0,17,7,1,1,0,0,1,1,0
5777,3.0,175.0,33.0,5,10,1,1,0,0,1,0,0
5778,5.0,253.0,0.0,97,8,0,1,0,0,1,1,1
5781,4.0,157.0,36.0,124,6,1,1,0,0,1,0,0
5783,4.0,279.0,15.0,3,31,0,1,0,0,0,1,1
5785,2.0,311.0,1.0,1,15,0,1,0,0,1,1,1
5786,6.0,62.0,0.0,181,7,1,1,0,0,1,0,0
5787,4.0,93.0,3.0,85,2,1,1,0,0,1,0,0
5788,4.0,140.0,2.0,16,6,1,1,0,0,1,1,0
5789,1.0,339.0,0.0,175,18,1,1,0,0,1,1,0
5791,2.0,148.0,0.0,199,10,1,0,1,0,1,0,0
5792,5.0,149.0,1.0,62,4,1,1,0,0,1,0,0
5794,2.0,101.0,2.0,118,14,1,0,1,0,1,1,0
5795,4.0,485.0,2.0,21,5,1,1,0,0,0,0,0
5796,2.0,101.0,0.0,79,5,1,1,0,0,1,0,0
5797,1.0,537.0,16.0,9,11,1,1,0,0,1,1,0
5799,2.0,175.0,0.0,82,8,1,0,1,0,1,0,0
5800,2.0,167.0,44.0,18,1,1,0,1,0,0,1,0
5801,2.0,258.0,1.0,152,20,1,1,0,0,0,0,0
5802,4.0,402.0,0.0,83,9,1,1,0,0,1,0,0
5803,5.0,150.0,0.0,57,3,1,1,0,0,0,1,0
5805,1.0,77.0,4.0,11,91,1,1,0,0,1,0,0
5806,3.0,48.0,2.0,54,5,1,1,0,0,1,0,0
5807,1.0,330.0,0.0,198,3,0,1,0,0,1,1,1
5808,4.0,3.0,0.0,54,1,1,1,0,0,0,0,0
5809,4.0,346.0,0.0,58,11,1,1,0,0,1,0,0
5810,3.0,334.0,12.0,20,15,1,1,0,0,1,1,0
5811,1.0,98.0,0.0,36,9,1,1,0,0,1,1,0
5812,4.0,247.0,26.0,219,10,1,1,0,0,0,0,0
5813,4.0,0.0,0.0,127,14,1,1,0,0,0,0,0
5814,4.0,0.0,3.0,172,4,1,1,0,0,0,1,0
5818,6.0,208.0,3.0,119,3,1,1,0,0,1,1,0
5819,3.0,49.0,0.0,25,4,1,1,0,0,1,0,0
5820,7.0,169.0,1.0,212,6,1,1,0,0,1,0,0
5821,4.0,433.0,0.0,3,1,1,1,0,0,1,0,0
5822,2.0,511.0,34.0,111,4,1,1,0,0,1,1,0
5823,1.0,106.0,0.0,28,4,1,1,0,0,1,0,0
5825,4.0,71.0,0.0,185,1,1,1,0,0,1,0,0
5826,4.0,81.0,0.0,101,3,0,1,0,0,0,1,1
5827,2.0,154.0,0.0,163,8,0,1,0,0,1,0,1
5829,1.0,215.0,10.0,13,42,1,0,1,0,1,0,0
5831,4.0,238.0,0.0,85,2,1,0,1,0,1,0,0
5832,2.0,117.0,16.0,13,6,1,1,0,0,1,1,0
5834,2.0,280.0,0.0,36,15,1,1,0,0,1,0,0
5835,3.0,108.0,0.0,211,4,0,1,0,0,1,0,1
5838,7.0,36.0,0.0,20,6,1,1,0,0,1,0,0
5839,2.0,11.0,6.0,7,2,1,1,0,0,0,0,0
5840,8.0,255.0,9.0,47,3,1,1,0,0,0,0,0
5842,3.0,248.0,0.0,9,3,1,1,0,0,1,0,0
5844,5.0,202.0,6.0,29,3,1,1,0,0,1,0,0
5848,3.0,194.0,1.0,103,9,1,1,0,0,1,0,0
5849,2.0,499.0,162.0,23,3,1,0,1,0,1,1,0
5851,1.0,362.0,0.0,1,2,1,1,0,0,1,0,0
5852,2.0,240.0,1.0,262,6,1,1,0,0,1,0,0
5856,4.0,237.0,0.0,49,1,1,1,0,0,0,0,0
5857,8.0,52.0,0.0,22,3,1,1,0,0,1,1,0
5860,2.0,220.0,3.0,6,7,1,1,0,0,1,1,0
5862,6.0,87.0,1.0,188,7,1,1,0,0,1,0,0
5863,1.0,96.0,0.0,143,5,1,0,1,0,0,1,0
5864,4.0,56.0,4.0,103,4,1,1,0,0,1,1,0
5867,5.0,104.0,0.0,23,4,1,1,0,0,1,0,0
5869,2.0,493.0,21.0,4,32,1,1,0,0,1,0,0
5870,3.0,323.0,0.0,170,10,1,1,0,0,1,0,0
5871,6.0,174.0,0.0,168,2,1,1,0,0,1,0,0
5875,1.0,121.0,3.0,8,30,1,0,1,0,0,1,0
5876,2.0,114.0,0.0,17,32,1,1,0,0,0,1,0
5877,2.0,136.0,4.0,165,3,0,1,0,0,1,0,1
5878,2.0,128.0,3.0,13,4,0,1,0,0,1,0,1
5879,2.0,0.0,0.0,93,2,1,0,1,0,0,0,0
5880,2.0,96.0,21.0,27,6,1,1,0,0,0,0,0
5883,2.0,230.0,13.0,152,6,1,0,1,0,0,0,0
5884,4.0,659.0,1.0,48,1,0,1,0,0,1,0,1
5885,5.0,195.0,23.0,241,5,1,1,0,0,1,0,0
5886,2.0,231.0,0.0,49,3,1,1,0,0,1,0,0
5887,1.0,114.0,7.0,18,10,1,1,0,0,0,0,0
5888,1.0,189.0,0.0,61,16,0,1,0,0,1,1,1
5889,8.0,451.0,26.0,283,7,1,1,0,0,0,0,0
5890,3.0,0.0,1.0,161,8,1,1,0,0,0,1,0
5892,1.0,41.0,3.0,17,2,1,1,0,0,0,1,0
5893,1.0,235.0,7.0,48,9,1,1,0,0,1,0,0
5894,1.0,275.0,1.0,1,1,1,1,0,0,1,1,0
5895,2.0,63.0,0.0,34,28,1,1,0,0,1,0,0
5896,4.0,144.0,0.0,208,6,1,1,0,0,1,1,0
5898,1.0,120.0,2.0,1,5,1,1,0,0,1,0,0
5899,5.0,218.0,26.0,1,4,1,1,0,0,0,0,0
5900,4.0,206.0,1.0,159,6,0,1,0,0,1,0,1
5901,5.0,229.0,15.0,24,7,1,1,0,0,1,0,0
5902,4.0,112.0,2.0,32,4,1,1,0,0,1,0,0
5903,4.0,210.0,0.0,223,3,0,1,0,0,1,0,1
5904,3.0,62.0,0.0,90,8,1,0,1,0,1,1,0
5905,1.0,139.0,0.0,46,20,1,0,1,0,1,1,0
5906,4.0,464.0,1.0,82,4,1,1,0,0,1,0,0
5907,2.0,246.0,2.0,0,3,1,1,0,0,1,1,0
5908,2.0,221.0,0.0,149,10,1,1,0,0,1,0,0
5909,3.0,128.0,0.0,129,20,1,1,0,0,1,0,0
5914,1.0,189.0,0.0,8,32,1,1,0,0,1,0,0
5915,9.0,0.0,1.0,35,3,1,1,0,0,0,0,0
5916,1.0,40.0,3.0,16,11,1,0,1,0,1,0,0
5917,4.0,287.0,11.0,19,1,1,1,0,0,1,1,0
5918,1.0,356.0,53.0,2,2,1,0,1,0,0,1,0
5919,2.0,10.0,1.0,99,2,1,1,0,0,1,0,0
5921,4.0,364.0,75.0,32,3,0,1,0,0,1,0,1
5925,8.0,308.0,3.0,23,4,0,0,1,0,1,1,1
5926,4.0,820.0,0.0,157,7,1,1,0,0,1,1,0
5929,2.0,110.0,3.0,148,8,0,1,0,0,0,1,1
5930,2.0,485.0,0.0,134,6,1,1,0,0,1,1,0
5933,2.0,0.0,33.0,8,1,1,1,0,0,0,1,0
5934,2.0,359.0,0.0,139,20,1,0,1,0,1,0,0
5935,8.0,543.0,16.0,127,10,1,1,0,0,1,1,0
5936,2.0,63.0,29.0,255,5,1,1,0,0,1,0,0
5937,2.0,617.0,0.0,28,4,0,1,0,0,1,0,1
5938,2.0,94.0,4.0,8,3,1,1,0,0,1,0,0
5939,2.0,159.0,4.0,63,1,1,0,0,1,1,0,0
5940,3.0,293.0,93.0,323,5,1,1,0,0,1,1,0
5941,2.0,13.0,5.0,69,8,0,1,0,0,1,0,1
5942,3.0,805.0,1.0,200,6,1,1,0,0,1,0,0
5943,2.0,144.0,0.0,54,31,1,1,0,0,1,0,0
5944,2.0,189.0,2.0,232,4,1,1,0,0,1,1,0
5945,1.0,306.0,5.0,11,24,1,0,1,0,1,0,0
5946,2.0,123.0,77.0,6,4,1,1,0,0,0,1,0
5947,3.0,266.0,4.0,11,3,1,1,0,0,1,1,0
5949,2.0,25.0,0.0,7,2,1,0,1,0,0,0,0
5950,1.0,0.0,2.0,15,2,1,0,1,0,0,1,0
5951,2.0,293.0,4.0,91,11,1,1,0,0,1,0,0
5953,1.0,198.0,0.0,193,7,0,1,0,0,1,0,1
5954,3.0,0.0,0.0,8,3,1,1,0,0,0,1,0
5955,6.0,204.0,20.0,30,5,1,1,0,0,1,1,0
5960,5.0,24.0,1.0,247,17,1,1,0,0,1,1,0
5961,5.0,202.0,0.0,102,1,1,1,0,0,1,0,0
5963,2.0,274.0,31.0,35,5,1,1,0,0,0,0,0
5964,2.0,165.0,16.0,19,4,1,1,0,0,1,1,0
5965,3.0,352.0,0.0,53,9,1,1,0,0,1,0,0
5967,1.0,139.0,7.0,7,4,1,1,0,0,1,0,0
5968,5.0,51.0,0.0,20,6,1,1,0,0,1,0,0
5969,8.0,326.0,3.0,179,7,1,1,0,0,0,1,0
5970,10.0,85.0,0.0,198,6,1,1,0,0,1,0,0
5972,2.0,269.0,3.0,67,4,1,1,0,0,0,0,0
5973,1.0,67.0,90.0,26,2,1,1,0,0,1,0,0
5974,5.0,280.0,0.0,77,3,0,1,0,0,0,1,1
5975,5.0,187.0,0.0,28,4,1,1,0,0,1,0,0
5978,4.0,273.0,4.0,78,2,1,1,0,0,1,1,0
5979,1.0,77.0,12.0,49,1,1,0,0,1,0,0,0
5980,2.0,104.0,17.0,89,24,1,1,0,0,1,0,0
5985,4.0,62.0,11.0,7,2,1,1,0,0,0,1,0
5987,1.0,133.0,0.0,57,29,0,1,0,0,0,0,1
5990,4.0,79.0,2.0,29,4,1,1,0,0,1,1,0
5992,1.0,450.0,1.0,29,5,1,1,0,0,1,0,0
5993,2.0,214.0,0.0,188,4,1,1,0,0,1,1,0
5996,1.0,0.0,56.0,33,2,1,0,1,0,0,0,0
5997,2.0,0.0,0.0,24,4,1,1,0,0,0,0,0
5999,1.0,771.0,1.0,22,21,0,1,0,0,1,1,1
6000,4.0,139.0,34.0,364,9,1,1,0,0,1,1,0
6001,4.0,80.0,0.0,60,8,1,1,0,0,1,0,0
6003,2.0,147.0,0.0,10,2,0,1,0,0,1,0,1
6005,1.0,69.0,34.0,63,3,1,1,0,0,0,1,0
6009,2.0,0.0,1.0,95,2,0,0,1,0,0,0,1
6011,2.0,2.0,138.0,76,8,1,1,0,0,0,0,0
6012,2.0,171.0,0.0,15,5,1,1,0,0,0,1,0
6014,2.0,78.0,0.0,72,7,1,0,1,0,0,0,0
6015,4.0,75.0,0.0,110,4,1,1,0,0,0,0,0
6017,1.0,51.0,2.0,30,8,1,1,0,0,1,0,0
6018,3.0,68.0,33.0,168,14,1,1,0,0,0,0,0
6020,7.0,32.0,3.0,208,4,1,1,0,0,0,1,0
6021,1.0,280.0,35.0,32,244,1,1,0,0,1,0,0
6022,1.0,260.0,6.0,25,4,1,0,1,0,0,1,0
6023,6.0,838.0,3.0,15,2,1,1,0,0,1,0,0
6024,12.0,161.0,13.0,166,6,1,1,0,0,1,1,0
6027,4.0,121.0,1.0,25,4,1,1,0,0,1,0,0
6028,3.0,106.0,3.0,144,8,1,1,0,0,0,0,0
6029,4.0,445.0,0.0,85,17,1,1,0,0,1,0,0
6030,1.0,220.0,9.0,56,9,1,0,1,0,0,0,0
