,guest_size,total_interactions,message_length,channel,user_stage,total_reviews,lead_time,days_of_stay,reply_t,accept_t,replied,accepted,booked
7309,2.0,8,210.0,instant_book,past_booker,16.0,5,4,,0.0,1,1,1
7310,3.0,4,125.0,contact_me,new,2.0,11,4,3629.65,,1,0,0
7311,2.0,24,39.0,contact_me,past_booker,34.0,2,8,460.58333333333326,1.2,1,1,1
7312,7.0,7,302.0,contact_me,new,2.0,0,4,141.16666666666666,1.4,1,1,1
7313,4.0,19,247.0,contact_me,new,0.0,138,2,,0.0,1,1,1
7314,8.0,47,93.0,contact_me,new,1.0,20,10,255.38333333333333,7.650000000000001,1,1,0
7315,2.0,11,223.0,book_it,past_booker,72.0,1,3,25.63333333333333,0.4166666666666667,1,1,1
7316,2.0,62,312.0,contact_me,new,10.0,72,6,15.583333333333336,10.25,1,1,1
7317,10.0,6,130.0,book_it,new,0.0,169,8,339.76666666666665,,1,0,0
7318,2.0,9,199.0,instant_book,past_booker,66.0,9,2,,0.0,1,1,1
7319,3.0,2,240.0,contact_me,new,1.0,213,11,260.4166666666667,,1,0,0
7320,3.0,20,482.0,book_it,new,14.0,5,4,2832.066666666666,949.4833333333332,1,1,1
7321,1.0,7,401.0,instant_book,past_booker,0.0,58,9,,0.0,1,1,1
7322,5.0,1,727.0,contact_me,past_booker,0.0,290,3,,,0,0,0
7323,2.0,7,188.0,book_it,new,34.0,15,5,195.96666666666667,,1,0,0
7324,1.0,1,245.0,contact_me,new,3.0,4,10,,,0,0,0
7325,2.0,2,85.0,book_it,past_booker,0.0,149,9,,,0,0,0
7326,2.0,3,0.0,book_it,new,1.0,139,2,3536.0333333333333,,1,0,0
7327,1.0,4,87.0,book_it,past_booker,0.0,47,9,1568.8,,1,0,0
7328,5.0,11,297.0,instant_book,new,0.0,49,2,,0.0,1,1,1
7329,2.0,3,44.0,contact_me,past_booker,70.0,20,4,3.566666666666667,,1,0,0
7330,8.0,7,0.0,instant_book,new,27.0,81,3,,0.0,1,1,1
7331,4.0,4,0.0,contact_me,new,6.0,12,5,652.1833333333333,0.8833333333333333,1,1,0
7332,4.0,4,182.0,contact_me,past_booker,0.0,141,3,,0.0,1,1,0
7333,4.0,8,98.0,contact_me,new,5.0,232,10,2.0000000000000004,9.166666666666666,1,1,0
7334,1.0,2,290.0,contact_me,new,0.0,124,17,223.26666666666668,,1,0,0
7335,1.0,9,124.0,book_it,new,38.0,6,1,,0.0,1,1,1
7336,3.0,3,118.0,contact_me,past_booker,24.0,2,3,124.1,66.36666666666667,1,1,0
7337,2.0,7,213.0,contact_me,new,8.0,27,4,,0.0,1,1,0
7338,2.0,7,180.0,book_it,new,3.0,64,7,,0.0,1,1,1
7339,2.0,6,0.0,book_it,new,40.0,5,3,57.08333333333334,12.4,1,1,1
7340,2.0,14,270.0,book_it,new,26.0,40,7,,0.0,1,1,1
7341,2.0,2,106.0,contact_me,new,1.0,2,2,618.1666666666666,,1,0,0
7342,2.0,9,0.0,instant_book,new,0.0,161,4,,0.0,1,1,1
7343,2.0,2,81.0,contact_me,past_booker,4.0,14,5,,0.0,1,1,0
7344,7.0,10,216.0,book_it,past_booker,21.0,14,3,,0.0,1,1,1
7345,2.0,8,0.0,instant_book,new,13.0,1,2,,0.0,1,1,1
7346,2.0,3,64.0,contact_me,past_booker,3.0,76,3,25.016666666666666,,1,0,0
7347,6.0,4,556.0,contact_me,new,7.0,45,9,,0.0,1,1,0
7348,9.0,4,145.0,book_it,new,1.0,73,2,2283.7,,1,0,0
7349,3.0,11,204.0,book_it,new,1.0,43,4,83.81666666666666,,1,0,0
7350,2.0,2,291.0,contact_me,new,0.0,21,5,68.33333333333333,,1,0,0
7351,2.0,3,349.0,contact_me,past_booker,0.0,13,62,11.966666666666667,,1,0,0
7352,6.0,2,62.0,book_it,past_booker,0.0,116,3,167.4,,1,0,0
7353,3.0,9,0.0,book_it,new,0.0,133,15,196.1,623.1666666666666,1,1,1
7354,1.0,16,223.0,instant_book,new,6.0,85,7,,0.0,1,1,1
7355,4.0,12,0.0,book_it,new,0.0,30,14,,0.0,1,1,1
7356,3.0,7,371.0,contact_me,new,0.0,69,7,171.43333333333334,9.3,1,1,0
7357,3.0,5,262.0,contact_me,new,3.0,212,8,7.05,,1,0,0
7358,9.0,24,197.0,contact_me,past_booker,11.0,272,6,3.45,,1,0,0
7359,5.0,22,54.0,instant_book,past_booker,2.0,136,7,,0.0,1,1,1
7360,1.0,3,0.0,book_it,past_booker,0.0,122,12,1634.8166666666666,,1,0,0
7361,2.0,4,620.0,book_it,past_booker,1.0,10,3,145.48333333333332,,1,0,0
7362,2.0,4,97.0,contact_me,new,39.0,179,2,7.900000000000001,,1,0,0
7363,1.0,4,127.0,contact_me,new,0.0,20,5,17.933333333333334,,1,0,0
7364,1.0,2,191.0,contact_me,new,0.0,4,8,71.78333333333333,,1,0,0
7365,3.0,13,531.0,contact_me,new,2.0,7,9,569.0166666666668,1950.4000000000005,1,1,1
7366,3.0,1,174.0,contact_me,new,0.0,252,6,,,0,0,0
7367,2.0,4,183.0,contact_me,new,12.0,208,6,255.78333333333336,,1,0,0
7368,2.0,10,234.0,book_it,new,27.0,144,7,271.68333333333334,0.16666666666666666,1,1,1
7369,2.0,66,87.0,contact_me,past_booker,13.0,2,10,,0.0,1,1,0
7370,6.0,10,29.0,book_it,new,15.0,35,4,,0.0,1,1,1
7371,3.0,4,101.0,contact_me,past_booker,30.0,36,6,,0.0,1,1,0
7372,2.0,30,229.0,contact_me,new,51.0,125,5,162.83333333333334,1361.0666666666666,1,1,1
7373,1.0,51,0.0,instant_book,new,72.0,52,3,,0.0,1,1,1
7374,1.0,8,337.0,contact_me,new,0.0,41,7,,0.0,1,1,0
7375,3.0,2,120.0,book_it,new,1.0,57,2,153.56666666666666,,1,0,0
7376,7.0,3,62.0,contact_me,new,0.0,73,3,79.63333333333334,,1,0,0
7377,2.0,19,0.0,book_it,past_booker,9.0,22,3,,0.0,1,1,1
7378,2.0,3,80.0,book_it,past_booker,11.0,29,4,11.083333333333336,,1,0,0
7379,2.0,3,349.0,contact_me,new,0.0,25,1,4343.3,,1,0,0
7380,1.0,2,149.0,contact_me,new,4.0,22,4,72.01666666666667,,1,0,0
7381,2.0,2,272.0,book_it,past_booker,69.0,0,3,14.683333333333335,,1,0,0
7382,2.0,24,89.0,contact_me,new,0.0,139,7,394.36666666666673,1166.55,1,1,1
7383,3.0,8,64.0,instant_book,new,50.0,30,4,,0.0,1,1,1
7384,2.0,4,0.0,book_it,past_booker,16.0,36,1,1341.15,,1,0,0
7385,1.0,5,187.0,contact_me,new,0.0,182,10,25.75,84.25,1,1,0
7386,2.0,7,269.0,instant_book,new,17.0,6,3,,0.0,1,1,1
7387,2.0,6,284.0,contact_me,new,3.0,103,6,557.65,0.26666666666666666,1,1,0
7388,2.0,11,54.0,instant_book,new,27.0,23,5,,0.0,1,1,1
7389,1.0,3,24.0,contact_me,new,0.0,42,2,366.86666666666673,0.18333333333333326,1,1,0
7390,10.0,11,9.0,book_it,new,1.0,154,15,1263.5833333333333,,1,0,0
7391,2.0,3,311.0,book_it,past_booker,51.0,15,3,47.98333333333333,,1,0,0
7392,4.0,4,192.0,book_it,new,0.0,7,5,24.9,,1,0,0
7393,3.0,21,150.0,instant_book,new,4.0,83,7,,0.0,1,1,1
7394,8.0,3,0.0,book_it,new,0.0,0,2,426.13333333333327,,1,0,0
7395,1.0,1,58.0,book_it,past_booker,71.0,103,8,,,0,0,0
7396,3.0,3,500.0,book_it,past_booker,0.0,162,2,911.2166666666667,,1,0,0
7397,2.0,1,0.0,book_it,new,0.0,133,6,,,0,0,0
7398,4.0,2,10.0,book_it,new,0.0,123,6,,,0,0,0
7399,6.0,3,122.0,contact_me,new,1.0,28,3,11.583333333333336,,1,0,0
7400,2.0,23,82.0,contact_me,new,3.0,87,6,4.683333333333334,0.2500000000000001,1,1,1
7401,5.0,3,108.0,contact_me,past_booker,0.0,17,4,366.25,,1,0,0
7402,6.0,2,415.0,contact_me,past_booker,0.0,146,2,308.0,,1,0,0
7403,2.0,1,404.0,contact_me,new,0.0,138,14,,,0,0,0
7404,3.0,5,141.0,contact_me,new,0.0,142,17,637.2166666666667,,1,0,0
7405,4.0,2,77.0,contact_me,past_booker,1.0,81,1,31814.86666666667,,1,0,0
7406,1.0,1,55.0,contact_me,new,0.0,0,4,,,0,0,0
7407,2.0,13,157.0,instant_book,new,26.0,9,7,,0.0,1,1,1
7408,15.0,4,75.0,contact_me,new,0.0,45,22,102.61666666666666,,1,0,0
7409,2.0,2,148.0,book_it,past_booker,0.0,38,9,1004.5833333333336,,1,0,0
7410,4.0,33,285.0,book_it,new,24.0,6,2,370.55,4664.566666666667,1,1,1
7411,4.0,15,13.0,book_it,new,0.0,16,3,3.0,2110.5333333333333,1,1,1
7412,6.0,6,427.0,contact_me,past_booker,0.0,0,140,913.3,,1,0,0
7413,1.0,17,41.0,instant_book,new,1.0,0,4,,0.0,1,1,1
7414,2.0,5,219.0,contact_me,new,17.0,343,12,26.9,0.03333333333333333,1,1,0
7415,2.0,9,219.0,book_it,past_booker,134.0,11,2,516.45,0.5000000000000001,1,1,1
7416,2.0,3,93.0,contact_me,new,0.0,106,7,386.08333333333326,,1,0,0
7417,1.0,2,0.0,instant_book,past_booker,9.0,5,1,,0.0,1,1,1
7418,2.0,3,259.0,book_it,new,11.0,180,11,150.71666666666667,,1,0,0
7419,3.0,10,445.0,book_it,new,36.0,46,5,1.1166666666666667,2698.683333333333,1,1,1
7420,2.0,2,120.0,book_it,past_booker,0.0,16,3,0.0,,1,0,0
7421,1.0,1,56.0,contact_me,new,0.0,213,3,,,0,0,0
7422,3.0,17,96.0,instant_book,new,39.0,19,3,,0.0,1,1,1
7423,4.0,2,167.0,contact_me,new,0.0,214,9,1469.3166666666666,,1,0,0
7424,4.0,15,133.0,contact_me,new,0.0,209,17,37.03333333333333,689.6833333333333,1,1,1
7425,2.0,14,714.0,book_it,new,10.0,92,4,32.65000000000001,1.65,1,1,1
7426,2.0,4,0.0,instant_book,new,72.0,51,5,,0.0,1,1,1
7427,4.0,1,135.0,contact_me,new,0.0,30,5,,,0,0,0
7428,4.0,1,313.0,contact_me,new,0.0,99,2,,,0,0,0
7429,1.0,13,0.0,instant_book,new,24.0,4,1,,0.0,1,1,1
7430,2.0,7,217.0,book_it,new,0.0,44,4,12.683333333333335,0.26666666666666666,1,1,1
7431,2.0,14,184.0,instant_book,new,39.0,43,7,,0.0,1,1,1
7432,2.0,17,114.0,book_it,new,10.0,7,3,,0.0,1,1,1
7433,2.0,6,106.0,contact_me,new,0.0,101,8,1192.7833333333333,16.233333333333334,1,1,0
7434,2.0,8,158.0,book_it,new,0.0,73,1,,0.0,1,1,1
7435,1.0,4,270.0,book_it,new,4.0,6,10,438.2,,1,0,0
7436,2.0,2,0.0,instant_book,new,10.0,0,3,,0.0,1,1,1
7437,2.0,12,350.0,contact_me,past_booker,17.0,16,4,333.1333333333333,0.06666666666666668,1,1,1
7438,2.0,2,220.0,contact_me,new,0.0,44,2,1532.783333333333,,1,0,0
7439,1.0,2,348.0,book_it,new,0.0,74,16,,,0,0,0
7440,5.0,6,0.0,instant_book,new,0.0,93,1,,0.0,1,1,1
7441,2.0,3,22.0,contact_me,new,134.0,30,3,212.9,3.7,1,1,0
7442,1.0,4,194.0,contact_me,past_booker,47.0,2,11,60.55,,1,0,0
7443,1.0,13,108.0,book_it,new,0.0,155,35,,0.0,1,1,1
7444,16.0,6,44.0,contact_me,new,0.0,322,4,378.81666666666666,0.4166666666666667,1,1,0
7445,1.0,2,123.0,book_it,past_booker,9.0,3,6,1314.15,,1,0,0
7446,2.0,3,833.0,contact_me,new,16.0,2,1,6.933333333333334,,1,0,0
7447,2.0,7,40.0,book_it,new,3.0,120,4,2.6333333333333333,,1,0,0
7448,11.0,15,597.0,book_it,new,7.0,39,3,633.6333333333333,,1,0,0
7449,2.0,3,337.0,contact_me,new,3.0,30,6,58.38333333333333,49.78333333333333,1,1,0
7450,2.0,2,201.0,contact_me,new,3.0,280,5,33.800000000000004,,1,0,0
7451,2.0,3,386.0,contact_me,new,80.0,17,7,537.2,0.9,1,1,0
7452,2.0,5,130.0,contact_me,new,0.0,16,2,,0.0,1,1,0
7453,2.0,3,283.0,contact_me,new,1.0,3,11,5994.0,,1,0,0
7454,4.0,35,0.0,instant_book,new,59.0,67,3,31.100000000000005,57.63333333333333,1,1,1
7455,2.0,1,6.0,book_it,new,20.0,0,13,,,0,0,0
7456,3.0,7,388.0,instant_book,past_booker,48.0,46,6,,0.0,1,1,1
7457,1.0,5,0.0,instant_book,past_booker,10.0,9,1,,0.0,1,1,1
7458,1.0,4,23.0,instant_book,past_booker,4.0,1,2,,0.0,1,1,1
7459,2.0,3,652.0,contact_me,new,15.0,1,30,144.96666666666667,,1,0,0
7460,10.0,3,204.0,contact_me,new,1.0,128,7,,0.0,1,1,0
7461,9.0,3,95.0,contact_me,past_booker,4.0,118,6,173.26666666666668,,1,0,0
7462,3.0,24,289.0,book_it,past_booker,70.0,248,3,9.983333333333333,6.7,1,1,1
7463,2.0,15,440.0,contact_me,past_booker,2.0,26,3,14.2,5.383333333333334,1,1,1
7464,2.0,16,189.0,instant_book,new,117.0,0,5,,0.0,1,1,1
7465,2.0,2,162.0,contact_me,new,0.0,19,4,848.55,,1,0,0
7466,2.0,16,207.0,instant_book,new,0.0,44,3,,0.0,1,1,1
7467,1.0,1,82.0,contact_me,new,0.0,93,30,,,0,0,0
7468,4.0,36,102.0,contact_me,new,9.0,74,2,,0.0,1,1,1
7469,2.0,17,107.0,contact_me,new,1.0,20,29,159.25,759.35,1,1,0
7470,2.0,11,189.0,book_it,new,0.0,157,8,647.9,21.6,1,1,1
7471,4.0,4,396.0,contact_me,past_booker,0.0,165,4,15.900000000000002,,1,0,0
7472,6.0,3,157.0,book_it,new,25.0,9,3,,0.0,1,1,1
7473,4.0,10,305.0,contact_me,new,6.0,169,16,4.516666666666667,28.3,1,1,1
7474,4.0,4,43.0,contact_me,new,1.0,26,3,538.0333333333333,,1,0,0
7475,6.0,5,146.0,book_it,past_booker,4.0,242,3,14.466666666666667,,1,0,0
7476,1.0,2,158.0,contact_me,new,0.0,3,3,10.133333333333333,,1,0,0
7477,1.0,2,1026.0,contact_me,past_booker,1.0,16,4,,0.0,1,1,0
7478,4.0,2,212.0,contact_me,past_booker,1.0,102,2,219.36666666666667,,1,0,0
7479,2.0,16,81.0,instant_book,past_booker,21.0,43,6,,0.0,1,1,1
7480,2.0,2,223.0,contact_me,new,2.0,32,10,88.91666666666669,,1,0,0
7481,2.0,8,250.0,instant_book,past_booker,56.0,6,8,,0.0,1,1,1
7482,2.0,4,160.0,contact_me,past_booker,0.0,211,6,1371.0833333333333,,1,0,0
7483,4.0,26,199.0,book_it,past_booker,79.0,2,3,,0.0,1,1,1
7484,4.0,4,304.0,contact_me,past_booker,2.0,93,13,22134.35,,1,0,0
7485,2.0,4,107.0,contact_me,new,58.0,61,10,590.7,,1,0,0
7486,4.0,7,95.0,contact_me,new,9.0,82,7,0.95,0.08333333333333333,1,1,0
7487,1.0,4,226.0,contact_me,new,0.0,197,18,,0.0,1,1,0
7488,2.0,1,841.0,contact_me,past_booker,0.0,160,19,,,0,0,0
7489,4.0,4,0.0,book_it,new,51.0,4,1,,0.0,1,1,1
7490,2.0,3,166.0,book_it,new,84.0,181,8,4.266666666666667,,1,0,0
7491,2.0,7,601.0,book_it,past_booker,3.0,72,5,174.95,,1,0,0
7492,2.0,16,473.0,contact_me,new,15.0,21,1,205.25,0.03333333333333333,1,1,1
7493,1.0,12,180.0,instant_book,past_booker,8.0,3,7,,0.0,1,1,1
7494,2.0,19,33.0,contact_me,past_booker,0.0,69,8,21.85,218.31666666666663,1,1,0
7495,2.0,12,147.0,instant_book,past_booker,135.0,14,3,,0.0,1,1,1
7496,2.0,3,155.0,book_it,new,5.0,113,2,749.2,,1,0,0
7497,2.0,2,0.0,book_it,past_booker,4.0,53,82,,0.0,1,1,1
7498,2.0,17,149.0,book_it,past_booker,5.0,7,4,9.716666666666667,1321.05,1,1,1
7499,2.0,4,7.0,instant_book,past_booker,6.0,3,5,,0.0,1,1,1
7500,2.0,3,93.0,contact_me,new,4.0,17,4,4.683333333333334,28.13333333333333,1,1,0
7501,1.0,22,388.0,book_it,new,1.0,22,60,203.38333333333333,29530.066666666666,1,1,1
7502,12.0,2,191.0,contact_me,past_booker,0.0,29,2,521.3000000000002,,1,0,0
7503,1.0,2,410.0,contact_me,new,0.0,39,21,2724.6666666666665,,1,0,0
7504,2.0,29,312.0,contact_me,new,63.0,12,3,,0.0,1,1,1
7505,4.0,13,435.0,contact_me,new,0.0,73,9,116.41666666666669,2524.183333333333,1,1,1
7506,4.0,4,250.0,contact_me,new,2.0,13,2,130.4,0.38333333333333336,1,1,0
7507,1.0,1,131.0,book_it,past_booker,0.0,69,14,,,0,0,0
7508,4.0,7,94.0,book_it,past_booker,0.0,84,19,1199.2833333333333,,1,0,0
7509,2.0,11,1249.0,book_it,past_booker,77.0,54,6,174.9,1042.7333333333333,1,1,1
7510,6.0,1,128.0,book_it,past_booker,0.0,43,3,,,0,0,0
7511,4.0,2,70.0,contact_me,new,0.0,67,5,2342.383333333333,,1,0,0
7512,2.0,1,0.0,book_it,past_booker,1.0,212,3,,,0,0,0
7513,2.0,13,103.0,book_it,new,0.0,180,9,,0.0,1,1,1
7514,1.0,14,315.0,contact_me,past_booker,42.0,41,3,111.71666666666668,0.16666666666666666,1,1,0
7515,5.0,1,301.0,contact_me,new,2.0,63,1,,,0,0,0
7516,5.0,4,221.0,book_it,new,52.0,45,5,,0.0,1,1,1
7517,1.0,2,76.0,book_it,past_booker,2.0,123,5,899.4333333333333,,1,0,0
7518,2.0,2,0.0,book_it,new,0.0,146,5,286.3833333333333,,1,0,0
7519,1.0,15,210.0,instant_book,past_booker,7.0,48,6,,0.0,1,1,1
7520,4.0,9,0.0,book_it,new,2.0,7,2,9.383333333333333,1219.2666666666667,1,1,1
7521,2.0,3,0.0,book_it,new,15.0,68,2,,0.0,1,1,1
7522,4.0,15,0.0,instant_book,new,1.0,7,2,,0.0,1,1,1
7523,2.0,2,47.0,contact_me,new,0.0,32,8,1018.35,,1,0,0
7524,4.0,9,0.0,book_it,new,40.0,27,4,717.05,0.16666666666666666,1,1,1
7525,1.0,8,95.0,contact_me,new,0.0,140,21,866.85,0.03333333333333333,1,1,0
7526,2.0,5,498.0,contact_me,past_booker,72.0,18,3,726.45,,1,0,0
7527,4.0,3,251.0,contact_me,new,10.0,174,15,148.35,4.516666666666667,1,1,0
7528,5.0,11,0.0,instant_book,past_booker,77.0,36,6,,0.0,1,1,1
7529,3.0,12,210.0,instant_book,past_booker,4.0,17,2,,0.0,1,1,1
7530,1.0,26,175.0,book_it,past_booker,1.0,182,8,10.583333333333334,20.066666666666666,1,1,1
7531,1.0,7,425.0,contact_me,past_booker,20.0,85,28,236.61666666666667,,1,0,0
7532,1.0,2,70.0,instant_book,past_booker,18.0,18,4,,0.0,1,1,1
7533,1.0,1,106.0,book_it,past_booker,1.0,6,4,,,0,0,0
7534,1.0,6,133.0,instant_book,new,53.0,193,14,,0.0,1,1,1
7535,2.0,19,16.0,instant_book,new,69.0,12,4,,0.0,1,1,1
7536,2.0,3,206.0,contact_me,past_booker,0.0,10,30,,0.0,1,1,0
7537,1.0,10,161.0,instant_book,past_booker,124.0,16,4,,0.0,1,1,1
7538,1.0,2,0.0,instant_book,past_booker,1.0,55,1,,0.0,1,1,1
7539,8.0,3,81.0,contact_me,new,15.0,130,4,,0.0,1,1,0
7540,2.0,2,61.0,contact_me,past_booker,51.0,128,9,829.7,,1,0,0
7541,1.0,15,178.0,contact_me,new,10.0,1,2,2.566666666666667,0.7333333333333333,1,1,1
7542,4.0,8,96.0,instant_book,new,13.0,23,3,,0.0,1,1,1
7543,1.0,4,277.0,book_it,past_booker,28.0,28,12,1484.416666666667,,1,0,0
7544,4.0,5,288.0,book_it,new,10.0,7,7,166.65,,1,0,0
7545,4.0,56,15.0,contact_me,new,4.0,27,3,6.133333333333334,83.11666666666666,1,1,1
7546,1.0,24,51.0,instant_book,past_booker,7.0,5,7,,0.0,1,1,1
7547,5.0,4,73.0,contact_me,new,0.0,228,16,179.86666666666667,,1,0,0
7548,4.0,11,59.0,book_it,past_booker,4.0,56,3,95.86666666666666,19.916666666666668,1,1,1
7549,5.0,2,68.0,contact_me,new,1.0,29,5,264.9666666666667,,1,0,0
7550,1.0,6,516.0,contact_me,new,0.0,128,8,,0.0,1,1,0
7551,6.0,16,110.0,contact_me,new,0.0,31,2,,0.0,1,1,1
7552,4.0,4,240.0,book_it,new,2.0,22,9,8.883333333333333,,1,0,0
7553,2.0,2,255.0,contact_me,past_booker,5.0,61,3,166.48333333333332,,1,0,0
7554,2.0,3,292.0,book_it,past_booker,71.0,238,12,940.2,,1,0,0
7555,1.0,2,79.0,contact_me,new,12.0,32,4,,0.0,1,1,0
7556,5.0,5,0.0,instant_book,new,4.0,3,11,,0.0,1,1,1
7557,2.0,25,32.0,instant_book,new,14.0,121,5,,0.0,1,1,1
7558,1.0,16,0.0,instant_book,new,130.0,182,3,,0.0,1,1,1
7559,2.0,4,202.0,contact_me,past_booker,2.0,6,5,,0.0,1,1,0
7560,2.0,2,199.0,contact_me,new,1.0,162,7,344.35,,1,0,0
7561,5.0,1,0.0,book_it,new,0.0,1,4,,,0,0,0
7562,3.0,2,150.0,book_it,past_booker,1.0,170,14,,,0,0,0
7563,3.0,9,225.0,contact_me,past_booker,4.0,90,8,,0.0,1,1,0
7564,2.0,5,189.0,book_it,past_booker,10.0,39,2,512.9000000000002,,1,0,0
7565,1.0,4,412.0,contact_me,new,7.0,16,5,36.16666666666666,67.73333333333333,1,1,0
7566,2.0,4,238.0,contact_me,new,3.0,45,16,2.25,,1,0,0
7567,2.0,12,686.0,book_it,new,1.0,9,4,,0.0,1,1,1
7568,3.0,3,339.0,contact_me,new,7.0,175,10,,,0,0,0
7569,1.0,17,268.0,book_it,past_booker,74.0,8,3,,0.0,1,1,1
7570,6.0,11,92.0,contact_me,new,3.0,31,9,694.2166666666667,0.1,1,1,0
7571,3.0,8,545.0,book_it,new,19.0,2,3,44.85,,1,0,0
7572,3.0,2,64.0,contact_me,new,3.0,195,2,122.68333333333337,,1,0,0
7573,4.0,8,0.0,book_it,new,15.0,18,5,,0.0,1,1,1
7574,2.0,2,5.0,book_it,past_booker,0.0,10,8,79.93333333333334,,1,0,0
7575,2.0,3,187.0,contact_me,new,0.0,15,4,13.45,914.4833333333332,1,1,0
7576,1.0,4,232.0,contact_me,past_booker,0.0,90,21,,0.0,1,1,0
7577,1.0,3,0.0,book_it,new,0.0,16,3,,,0,0,0
7578,2.0,3,279.0,book_it,new,0.0,1,2,0.8666666666666667,,1,0,0
7579,2.0,9,249.0,contact_me,new,2.0,147,3,4385.716666666666,,1,0,0
7580,2.0,4,192.0,book_it,past_booker,10.0,7,2,593.8,,1,0,0
7581,1.0,3,93.0,contact_me,past_booker,0.0,191,14,,0.0,1,1,0
7582,1.0,3,506.0,contact_me,past_booker,7.0,15,1,493.66666666666674,,1,0,0
7583,2.0,8,104.0,contact_me,new,7.0,209,5,,0.0,1,1,0
7584,4.0,1,72.0,contact_me,new,0.0,29,4,,,0,0,0
7585,5.0,8,456.0,book_it,past_booker,12.0,3,3,,0.0,1,1,1
7586,2.0,10,221.0,instant_book,new,39.0,41,4,,0.0,1,1,1
7587,3.0,3,306.0,contact_me,new,30.0,55,3,,0.0,1,1,0
7588,8.0,25,222.0,instant_book,past_booker,0.0,189,7,,0.0,1,1,1
7589,1.0,8,0.0,instant_book,past_booker,19.0,2,7,,0.0,1,1,1
7590,4.0,3,186.0,book_it,new,0.0,204,4,59.5,,1,0,0
7591,5.0,6,306.0,book_it,new,0.0,61,5,163.45,,1,0,0
7592,1.0,12,6.0,instant_book,past_booker,47.0,0,3,,0.0,1,1,1
7593,2.0,1,102.0,contact_me,past_booker,2.0,30,10,,,0,0,0
7594,2.0,18,332.0,instant_book,past_booker,39.0,3,2,,0.0,1,1,1
7595,2.0,5,0.0,book_it,new,84.0,125,3,1.7666666666666666,,1,0,0
7596,4.0,1,89.0,contact_me,new,2.0,29,3,,,0,0,0
7597,2.0,2,649.0,contact_me,new,21.0,53,1,356.63333333333327,,1,0,0
7598,1.0,4,194.0,book_it,new,32.0,1,1,7.15,0.15,1,1,1
7599,6.0,2,117.0,contact_me,new,0.0,23,4,,0.0,1,1,0
7600,3.0,2,120.0,contact_me,new,0.0,62,4,18865.366666666665,,1,0,0
7601,2.0,4,143.0,contact_me,past_booker,1.0,33,7,414.78333333333336,13.383333333333333,1,1,0
7602,3.0,8,273.0,instant_book,past_booker,,186,7,0.0,0.05,1,1,1
7603,2.0,17,489.0,book_it,past_booker,41.0,0,5,10.983333333333333,14.533333333333333,1,1,1
7604,2.0,9,73.0,instant_book,past_booker,3.0,0,7,,0.0,1,1,1
7605,2.0,10,207.0,instant_book,past_booker,56.0,5,6,0.016666666666666666,0.05,1,1,1
7606,2.0,9,0.0,instant_book,new,3.0,30,8,,0.0,1,1,1
7607,4.0,4,394.0,contact_me,new,0.0,56,17,17.85,,1,0,0
7608,5.0,11,156.0,contact_me,new,0.0,87,2,8279.166666666668,,1,0,0
7609,2.0,5,94.0,instant_book,past_booker,5.0,88,5,,0.0,1,1,1
7610,3.0,5,124.0,book_it,new,8.0,10,3,26.266666666666666,1.3333333333333333,1,1,1
7611,2.0,10,217.0,instant_book,new,104.0,15,5,,0.0,1,1,1
7612,4.0,21,494.0,book_it,new,0.0,109,7,393.85,6644.0666666666675,1,1,1
7613,1.0,3,0.0,instant_book,new,3.0,14,1,,0.0,1,1,1
7614,2.0,4,664.0,contact_me,new,24.0,3,2,,0.0,1,1,0
7615,2.0,11,121.0,instant_book,past_booker,23.0,48,3,,0.0,1,1,1
7616,6.0,4,46.0,contact_me,new,,55,4,,0.0,1,1,0
7617,2.0,3,636.0,contact_me,new,28.0,27,2,605.7166666666667,,1,0,0
7618,1.0,2,170.0,book_it,past_booker,0.0,3,18,2.716666666666667,8.200000000000001,1,1,1
7619,6.0,8,335.0,contact_me,new,0.0,116,7,,0.0,1,1,0
7620,2.0,3,181.0,contact_me,new,0.0,207,9,63.35000000000001,7823.383333333334,1,1,0
7621,2.0,3,72.0,instant_book,new,15.0,0,3,,0.0,1,1,1
7622,2.0,12,26.0,instant_book,past_booker,40.0,79,4,,0.0,1,1,1
7623,2.0,2,215.0,contact_me,new,72.0,37,3,176.88333333333333,,1,0,0
7624,4.0,1,0.0,book_it,new,0.0,163,3,,,0,0,0
7625,5.0,11,201.0,contact_me,new,0.0,184,24,8.866666666666667,,1,0,0
7626,2.0,3,371.0,contact_me,past_booker,3.0,221,3,1830.25,0.7,1,1,0
7627,6.0,2,54.0,contact_me,new,0.0,204,10,816.4333333333333,,1,0,0
7628,4.0,7,25.0,instant_book,new,7.0,116,3,,0.0,1,1,1
7629,1.0,6,65.0,book_it,new,12.0,20,11,30.81666666666667,1.1166666666666667,1,1,1
7630,1.0,2,250.0,contact_me,new,2.0,1,5,5.55,,1,0,0
7631,2.0,5,78.0,instant_book,past_booker,31.0,41,3,,0.0,1,1,1
7632,3.0,5,175.0,contact_me,past_booker,1.0,3,5,728.55,,1,0,0
7633,4.0,1,137.0,contact_me,past_booker,3.0,364,9,,,0,0,0
7634,2.0,2,484.0,contact_me,past_booker,5.0,84,8,94.11666666666666,,1,0,0
7635,1.0,1,175.0,book_it,past_booker,0.0,25,10,,,0,0,0
7636,1.0,6,0.0,instant_book,past_booker,22.0,6,1,,0.0,1,1,1
