,guest_size,total_interactions,message_length,channel,user_stage,total_reviews,lead_time,days_of_stay,reply_t,accept_t,replied,accepted,booked
6013,1.0,4,123.0,contact_me,past_booker,0.0,30,29,,0.0,1,1,0
6021,1.0,5,280.0,contact_me,new,35.0,32,244,4.6,0.4166666666666667,1,1,0
6025,3.0,5,379.0,contact_me,new,1.0,128,4,,0.0,1,1,0
6029,4.0,10,445.0,contact_me,new,0.0,85,17,103.3,90.38333333333334,1,1,0
6032,4.0,8,428.0,contact_me,past_booker,0.0,67,1,4.333333333333333,6.083333333333332,1,1,0
6033,2.0,23,628.0,contact_me,new,0.0,99,2,19.516666666666666,1201.3333333333333,1,1,1
6034,2.0,2,189.0,contact_me,new,3.0,118,31,,0.0,1,1,0
6045,1.0,7,486.0,contact_me,new,0.0,195,5,,0.0,1,1,0
6052,2.0,15,326.0,contact_me,new,0.0,95,10,,0.0,1,1,1
6068,3.0,12,610.0,contact_me,new,14.0,114,5,,0.0,1,1,1
6071,2.0,4,76.0,contact_me,new,5.0,12,5,,0.0,1,1,0
6074,3.0,2,85.0,contact_me,new,0.0,7,5,,0.0,1,1,0
6086,3.0,5,173.0,contact_me,new,0.0,113,3,46.85,2.8833333333333333,1,1,1
6087,1.0,20,398.0,contact_me,new,25.0,9,2,,0.0,1,1,0
6094,2.0,9,208.0,contact_me,past_booker,67.0,16,5,588.0166666666668,1696.0,1,1,1
6096,1.0,4,415.0,contact_me,new,0.0,7,14,1446.6166666666666,0.2,1,1,0
6101,1.0,12,206.0,contact_me,new,15.0,4,3,,0.0,1,1,0
6104,2.0,6,303.0,contact_me,past_booker,13.0,2,2,,0.0,1,1,0
6105,3.0,3,61.0,contact_me,new,5.0,246,19,,0.0,1,1,0
6111,3.0,20,120.0,contact_me,past_booker,14.0,104,4,,0.0,1,1,1
6112,4.0,5,168.0,contact_me,new,0.0,202,9,361.78333333333336,1140.0,1,1,0
6118,4.0,4,51.0,contact_me,new,50.0,48,5,,0.0,1,1,0
6122,7.0,7,892.0,contact_me,new,18.0,192,7,63.56666666666668,1.2833333333333334,1,1,0
6128,2.0,3,183.0,contact_me,new,5.0,131,10,76.15,0.31666666666666665,1,1,0
6131,5.0,13,138.0,contact_me,new,2.0,17,4,1009.2166666666667,645.5166666666668,1,1,0
6135,2.0,2,81.0,contact_me,new,0.0,32,3,,0.0,1,1,0
6142,1.0,6,48.0,contact_me,past_booker,70.0,113,14,,0.0,1,1,0
6143,1.0,3,246.0,contact_me,new,0.0,3,4,,0.0,1,1,0
6147,4.0,30,137.0,contact_me,past_booker,0.0,36,30,149.03333333333333,0.7666666666666667,1,1,1
6148,5.0,20,88.0,contact_me,past_booker,11.0,123,6,739.0,1.9,1,1,0
6163,4.0,5,564.0,contact_me,past_booker,69.0,73,7,,0.0,1,1,0
6165,1.0,3,133.0,contact_me,new,0.0,21,4,,0.0,1,1,0
6169,1.0,3,283.0,contact_me,new,0.0,99,8,84.1,0.03333333333333333,1,1,0
6173,1.0,3,348.0,contact_me,past_booker,11.0,21,30,77.51666666666667,1047.0333333333335,1,1,0
6175,1.0,5,187.0,contact_me,new,63.0,45,4,,0.0,1,1,0
6178,8.0,9,212.0,contact_me,new,0.0,24,3,6.666666666666668,0.1,1,1,0
6179,7.0,3,44.0,contact_me,new,0.0,21,3,,0.0,1,1,0
6181,2.0,12,98.0,contact_me,new,0.0,130,4,1226.9333333333334,170.05,1,1,0
6187,4.0,4,244.0,contact_me,new,0.0,59,9,1168.0333333333333,9339.7,1,1,0
6188,3.0,15,284.0,contact_me,past_booker,40.0,8,3,132.26666666666668,0.08333333333333333,1,1,1
6191,4.0,4,19.0,contact_me,past_booker,7.0,50,2,841.2333333333332,0.1,1,1,0
6195,2.0,28,205.0,contact_me,past_booker,63.0,6,3,13.733333333333333,14.516666666666667,1,1,1
6203,4.0,6,35.0,contact_me,new,25.0,21,3,1.7666666666666666,0.26666666666666666,1,1,0
6211,2.0,3,71.0,contact_me,new,0.0,107,3,898.9333333333333,1305.9833333333333,1,1,0
6222,1.0,3,224.0,contact_me,past_booker,20.0,19,5,,0.0,1,1,0
6228,2.0,4,227.0,contact_me,new,31.0,0,2,5.9,313.3666666666667,1,1,0
6233,4.0,35,248.0,contact_me,new,1.0,168,21,350.95,1164.5666666666666,1,1,1
6240,4.0,7,84.0,contact_me,new,69.0,13,3,2.833333333333333,13.766666666666667,1,1,0
6242,2.0,5,312.0,contact_me,past_booker,25.0,41,5,1.4333333333333331,0.31666666666666665,1,1,0
6245,6.0,3,46.0,contact_me,new,2.0,19,4,,0.0,1,1,0
6246,16.0,13,41.0,contact_me,past_booker,0.0,44,19,184.4333333333333,0.16666666666666666,1,1,0
6249,2.0,3,113.0,contact_me,past_booker,49.0,3,2,7.0166666666666675,1.4,1,1,0
6253,2.0,5,337.0,contact_me,past_booker,0.0,48,9,,0.0,1,1,0
6254,4.0,4,121.0,contact_me,past_booker,0.0,67,2,1442.716666666667,0.11666666666666667,1,1,0
6255,4.0,40,278.0,contact_me,new,32.0,41,10,107.38333333333334,575.05,1,1,1
6259,2.0,3,153.0,contact_me,new,8.0,19,5,,0.0,1,1,0
6260,1.0,43,367.0,contact_me,past_booker,17.0,3,2,32.98333333333333,0.18333333333333326,1,1,1
6261,2.0,3,196.0,contact_me,new,23.0,83,4,75.38333333333334,0.03333333333333333,1,1,0
6270,12.0,3,57.0,contact_me,new,0.0,122,10,3826.433333333333,1147.0666666666666,1,1,0
6271,2.0,34,176.0,contact_me,new,11.0,164,8,3.9333333333333336,0.2333333333333333,1,1,1
6272,1.0,7,253.0,contact_me,past_booker,10.0,0,5,,0.0,1,1,0
6274,6.0,9,391.0,contact_me,new,0.0,34,20,,0.0,1,1,0
6277,4.0,10,18.0,contact_me,new,116.0,33,3,62.63333333333334,0.1,1,1,0
6281,2.0,13,116.0,contact_me,past_booker,6.0,27,8,,0.0,1,1,1
6284,1.0,34,434.0,contact_me,new,20.0,16,13,79.36666666666666,0.05,1,1,1
6291,1.0,3,118.0,contact_me,new,29.0,18,31,,0.0,1,1,0
6300,4.0,3,122.0,contact_me,new,1.0,30,5,,0.0,1,1,0
6309,6.0,13,77.0,contact_me,new,4.0,18,8,,0.0,1,1,0
6312,2.0,6,621.0,contact_me,new,40.0,208,18,,0.0,1,1,0
6315,5.0,4,319.0,contact_me,new,9.0,224,6,57.98333333333333,0.5666666666666667,1,1,0
6336,1.0,5,312.0,contact_me,new,0.0,10,1,,0.0,1,1,0
6338,2.0,3,165.0,contact_me,past_booker,0.0,0,1,,0.0,1,1,0
6342,1.0,5,66.0,contact_me,past_booker,13.0,39,8,2.2333333333333334,0.16666666666666666,1,1,0
6347,1.0,7,60.0,contact_me,new,17.0,7,4,10.3,0.4666666666666667,1,1,0
6351,4.0,12,140.0,contact_me,new,0.0,162,9,1.8333333333333333,0.26666666666666666,1,1,0
6354,2.0,10,121.0,contact_me,new,0.0,67,10,3.316666666666667,454.88333333333327,1,1,0
6358,1.0,3,371.0,contact_me,new,5.0,70,14,7.750000000000001,0.16666666666666666,1,1,0
6359,3.0,3,176.0,contact_me,new,30.0,30,12,16.000000000000004,0.13333333333333333,1,1,0
6362,4.0,10,551.0,contact_me,new,3.0,99,7,,0.0,1,1,0
6363,2.0,3,24.0,contact_me,past_booker,1.0,20,5,,0.0,1,1,0
6368,4.0,5,46.0,contact_me,new,0.0,129,2,25.15,23.85,1,1,0
6372,2.0,8,84.0,contact_me,new,10.0,27,28,228.3,596.3833333333333,1,1,0
6376,3.0,29,248.0,contact_me,new,5.0,32,6,2.966666666666667,6775.733333333334,1,1,1
6378,1.0,8,163.0,contact_me,new,1.0,77,3,,0.0,1,1,0
6381,2.0,3,255.0,contact_me,past_booker,0.0,108,2,,0.0,1,1,0
6387,6.0,3,165.0,contact_me,past_booker,1.0,35,4,,0.0,1,1,0
6391,1.0,12,81.0,contact_me,new,0.0,0,4,364.6833333333333,656.9666666666667,1,1,1
6393,1.0,10,163.0,contact_me,new,0.0,146,20,,0.0,1,1,0
6394,3.0,3,127.0,contact_me,past_booker,3.0,81,8,,0.0,1,1,0
6396,2.0,5,100.0,contact_me,past_booker,92.0,6,8,1.4333333333333331,26.53333333333333,1,1,0
6402,4.0,3,264.0,contact_me,past_booker,3.0,83,2,2.15,0.2333333333333333,1,1,0
6403,2.0,3,289.0,contact_me,past_booker,36.0,39,1,368.75,0.016666666666666666,1,1,0
6405,6.0,7,25.0,contact_me,new,0.0,161,2,92.31666666666666,116986.7,1,1,0
6413,1.0,21,842.0,contact_me,new,0.0,214,17,553.75,24.45,1,1,1
6414,2.0,4,136.0,contact_me,new,5.0,28,6,17.333333333333332,0.11666666666666667,1,1,0
6420,2.0,3,45.0,contact_me,past_booker,0.0,205,3,,0.0,1,1,0
6430,4.0,10,108.0,contact_me,new,0.0,44,6,745.0166666666668,1726.3833333333334,1,1,0
6431,7.0,7,386.0,contact_me,new,0.0,167,14,,0.0,1,1,0
6437,1.0,6,644.0,contact_me,past_booker,33.0,3,3,16.06666666666667,0.13333333333333333,1,1,0
6440,1.0,3,360.0,contact_me,new,24.0,9,3,,0.0,1,1,0
6445,1.0,15,219.0,contact_me,past_booker,2.0,21,7,2709.15,0.05,1,1,1
6446,5.0,4,21.0,contact_me,new,15.0,62,3,164.38333333333333,0.13333333333333333,1,1,0
6452,8.0,6,77.0,contact_me,new,0.0,118,3,102.18333333333334,4377.2,1,1,0
6461,2.0,9,172.0,contact_me,past_booker,0.0,26,3,902.1666666666664,7.35,1,1,0
6467,1.0,3,352.0,contact_me,new,13.0,32,16,,0.0,1,1,0
6484,3.0,3,429.0,contact_me,new,0.0,107,14,1620.0666666666666,2633.2166666666667,1,1,0
6492,3.0,29,438.0,contact_me,new,15.0,18,4,494.0666666666667,1.0666666666666669,1,1,1
6493,4.0,5,99.0,contact_me,past_booker,14.0,13,4,,0.0,1,1,0
6498,5.0,26,643.0,contact_me,new,16.0,31,6,,0.0,1,1,0
6504,4.0,8,301.0,contact_me,past_booker,6.0,21,6,,0.0,1,1,0
6508,2.0,51,72.0,contact_me,past_booker,10.0,73,12,201.2,97.58333333333331,1,1,1
6509,5.0,25,233.0,contact_me,past_booker,0.0,194,9,1171.4333333333334,251.30000000000004,1,1,1
6519,4.0,6,100.0,contact_me,new,0.0,198,5,,0.0,1,1,0
6526,1.0,4,105.0,contact_me,past_booker,0.0,28,4,,0.0,1,1,0
6527,2.0,14,346.0,contact_me,past_booker,9.0,39,10,,0.0,1,1,1
6528,5.0,5,124.0,contact_me,new,35.0,7,11,455.41666666666674,0.13333333333333333,1,1,0
6529,10.0,15,174.0,contact_me,new,2.0,36,3,38.266666666666666,9.7,1,1,0
6531,5.0,9,207.0,contact_me,past_booker,6.0,1,7,359.91666666666674,0.5833333333333334,1,1,0
6532,1.0,5,175.0,contact_me,new,0.0,82,64,1109.75,0.31666666666666665,1,1,0
6533,2.0,3,72.0,contact_me,new,0.0,50,1,366.66666666666674,16.533333333333335,1,1,0
6536,5.0,5,282.0,contact_me,new,0.0,31,42,,0.0,1,1,0
6540,2.0,4,71.0,contact_me,new,10.0,17,8,,0.0,1,1,0
6545,1.0,3,276.0,contact_me,past_booker,15.0,0,3,5.2,52.75,1,1,0
6556,2.0,7,46.0,contact_me,past_booker,1.0,16,5,2204.7,2748.85,1,1,0
6558,3.0,3,126.0,contact_me,new,0.0,29,4,2829.4666666666667,0.16666666666666666,1,1,0
6562,5.0,5,336.0,contact_me,new,1.0,146,12,962.95,61.08333333333334,1,1,0
6579,2.0,9,57.0,contact_me,new,76.0,0,5,,0.0,1,1,0
6586,6.0,4,65.0,contact_me,new,76.0,244,8,,0.0,1,1,0
6598,1.0,4,603.0,contact_me,new,32.0,13,5,458.9,2236.7833333333333,1,1,0
6602,2.0,2,838.0,contact_me,new,24.0,43,3,,0.0,1,1,0
6606,1.0,5,387.0,contact_me,new,10.0,202,17,14.366666666666667,0.38333333333333336,1,1,0
6607,1.0,4,158.0,contact_me,new,99.0,9,2,309.7,0.1,1,1,0
6618,16.0,32,64.0,contact_me,past_booker,0.0,124,1,,0.0,1,1,0
6619,1.0,3,356.0,contact_me,new,1.0,10,27,84.68333333333334,17.933333333333334,1,1,0
6625,1.0,64,399.0,contact_me,past_booker,37.0,15,3,8.466666666666667,4.083333333333334,1,1,1
6629,4.0,8,489.0,contact_me,past_booker,4.0,14,3,1035.5833333333335,0.31666666666666665,1,1,1
6630,3.0,5,243.0,contact_me,new,22.0,1,4,8.616666666666667,104.86666666666666,1,1,0
6632,1.0,3,52.0,contact_me,past_booker,0.0,29,7,440.03333333333336,4.6,1,1,0
6641,2.0,4,133.0,contact_me,new,15.0,18,6,285.76666666666665,0.8333333333333334,1,1,0
6656,1.0,4,280.0,contact_me,new,71.0,30,3,,0.0,1,1,0
6664,1.0,3,430.0,contact_me,new,4.0,11,29,923.6333333333333,0.11666666666666667,1,1,0
6677,2.0,4,129.0,contact_me,new,1.0,199,17,,0.0,1,1,0
6682,6.0,24,102.0,contact_me,new,0.0,195,13,20.866666666666667,171.11666666666667,1,1,1
6684,2.0,17,254.0,contact_me,new,36.0,40,4,300.71666666666664,1379.65,1,1,1
6688,8.0,5,125.0,contact_me,new,62.0,20,5,819.3666666666667,2.25,1,1,0
6691,1.0,10,431.0,contact_me,new,0.0,193,3,156.31666666666666,496.48333333333335,1,1,1
6694,1.0,4,75.0,contact_me,past_booker,39.0,44,6,,0.0,1,1,0
6697,1.0,3,269.0,contact_me,new,42.0,64,2,0.6,143.01666666666668,1,1,0
6706,2.0,27,164.0,contact_me,new,58.0,46,5,82.3,0.75,1,1,0
6710,3.0,4,68.0,contact_me,new,0.0,73,13,306.0,16.483333333333334,1,1,0
6723,2.0,4,307.0,contact_me,past_booker,18.0,9,2,37.5,0.8666666666666667,1,1,0
6725,1.0,8,259.0,contact_me,past_booker,3.0,133,3,1101.9,0.43333333333333335,1,1,1
6734,4.0,4,150.0,contact_me,new,1.0,86,3,84.76666666666667,0.2,1,1,0
6736,1.0,15,343.0,contact_me,new,8.0,8,2,665.2666666666668,0.3666666666666665,1,1,1
6745,2.0,7,202.0,contact_me,new,3.0,21,3,16.283333333333335,0.03333333333333333,1,1,0
6750,6.0,9,38.0,contact_me,past_booker,5.0,29,5,18.316666666666666,0.13333333333333333,1,1,0
6752,2.0,14,100.0,contact_me,new,52.0,21,1,2.3666666666666667,0.16666666666666666,1,1,1
6759,2.0,9,305.0,contact_me,new,0.0,142,3,717.05,0.45,1,1,0
6760,4.0,12,177.0,contact_me,new,3.0,20,4,8.766666666666667,9.066666666666666,1,1,0
6762,2.0,4,185.0,contact_me,new,11.0,127,15,,0.0,1,1,0
6764,6.0,3,154.0,contact_me,past_booker,6.0,167,6,34.1,0.016666666666666666,1,1,0
6766,2.0,56,89.0,contact_me,past_booker,47.0,39,4,,0.0,1,1,1
6769,5.0,3,112.0,contact_me,past_booker,0.0,204,14,691.65,1080.7500000000002,1,1,0
6775,2.0,29,63.0,contact_me,new,8.0,210,5,85.96666666666668,3375.416666666666,1,1,1
6783,1.0,37,1496.0,contact_me,past_booker,13.0,100,127,43.15,0.5333333333333333,1,1,0
6785,1.0,9,221.0,contact_me,past_booker,0.0,85,10,233.1833333333333,6683.6833333333325,1,1,0
6787,2.0,6,160.0,contact_me,new,0.0,70,2,,0.0,1,1,0
6788,2.0,4,197.0,contact_me,past_booker,38.0,90,4,,0.0,1,1,0
6790,2.0,13,631.0,contact_me,past_booker,1.0,23,9,500.98333333333335,4074.5333333333338,1,1,1
6794,3.0,5,315.0,contact_me,new,94.0,49,7,8.533333333333333,0.13333333333333333,1,1,0
6795,4.0,3,67.0,contact_me,new,0.0,97,7,,0.0,1,1,0
6798,6.0,6,183.0,contact_me,new,1.0,164,14,65.66666666666667,0.03333333333333333,1,1,0
6804,4.0,2,169.0,contact_me,new,1.0,209,5,,0.0,1,1,0
6805,4.0,16,120.0,contact_me,new,0.0,200,4,1.8,2295.3,1,1,1
6806,6.0,6,62.0,contact_me,past_booker,0.0,39,14,361.33333333333326,0.08333333333333333,1,1,0
6813,3.0,3,75.0,contact_me,new,0.0,26,8,193.71666666666667,0.1,1,1,0
6814,2.0,4,104.0,contact_me,past_booker,0.0,27,8,340.6666666666667,1.0000000000000002,1,1,0
6822,4.0,3,657.0,contact_me,new,25.0,221,6,236.66666666666663,0.05,1,1,0
6823,1.0,4,105.0,contact_me,new,0.0,8,4,,0.0,1,1,0
6833,2.0,3,143.0,contact_me,new,2.0,29,8,,0.0,1,1,0
6834,2.0,19,252.0,contact_me,new,0.0,87,3,12.766666666666667,398.9,1,1,1
6843,2.0,5,481.0,contact_me,past_booker,1.0,48,5,14.866666666666667,0.1,1,1,0
6850,3.0,33,300.0,contact_me,new,0.0,14,229,882.2166666666667,263.15000000000003,1,1,0
6855,1.0,4,662.0,contact_me,new,0.0,76,16,1127.75,1492.283333333333,1,1,0
6862,1.0,12,81.0,contact_me,new,0.0,2,7,10.083333333333334,1.9833333333333336,1,1,0
6863,2.0,5,127.0,contact_me,new,2.0,33,5,464.33333333333326,0.03333333333333333,1,1,0
6870,2.0,3,397.0,contact_me,new,1.0,153,5,1199.7333333333333,2321.833333333333,1,1,0
6883,4.0,15,970.0,contact_me,past_booker,55.0,53,3,3.783333333333333,0.21666666666666667,1,1,1
6885,1.0,19,70.0,contact_me,new,9.0,33,5,,0.0,1,1,0
6890,8.0,7,148.0,contact_me,new,3.0,24,7,,0.0,1,1,0
6891,1.0,7,903.0,contact_me,new,1.0,190,62,163.21666666666667,0.1,1,1,0
6907,3.0,7,321.0,contact_me,new,25.0,31,3,,0.0,1,1,0
6909,2.0,12,313.0,contact_me,new,1.0,198,9,9.966666666666667,76.78333333333333,1,1,1
6911,1.0,7,310.0,contact_me,new,2.0,88,17,360.56666666666666,0.55,1,1,0
6914,7.0,3,114.0,contact_me,new,15.0,79,3,1869.55,0.05,1,1,0
6915,5.0,6,175.0,contact_me,new,0.0,113,4,60.36666666666667,60.36666666666667,1,1,0
6917,2.0,11,580.0,contact_me,new,9.0,205,2,,0.0,1,1,0
6924,16.0,6,133.0,contact_me,new,1.0,119,6,50.31666666666667,0.4666666666666667,1,1,0
6925,1.0,3,190.0,contact_me,new,30.0,180,22,,0.0,1,1,0
6941,1.0,3,389.0,contact_me,past_booker,3.0,21,28,,0.0,1,1,0
6942,2.0,6,133.0,contact_me,new,3.0,170,2,21.58333333333333,0.16666666666666666,1,1,0
6943,1.0,5,164.0,contact_me,past_booker,30.0,1,9,28.516666666666666,32.43333333333334,1,1,0
6948,6.0,21,238.0,contact_me,new,46.0,83,8,24.93333333333333,41.68333333333333,1,1,1
6951,1.0,3,334.0,contact_me,new,35.0,159,5,,0.0,1,1,0
6957,12.0,7,87.0,contact_me,new,0.0,28,5,,0.0,1,1,0
6961,7.0,3,377.0,contact_me,new,10.0,303,4,658.3666666666667,1534.1,1,1,0
6973,4.0,5,190.0,contact_me,past_booker,9.0,4,4,,0.0,1,1,0
6974,1.0,9,242.0,contact_me,new,0.0,9,3,,0.0,1,1,0
6982,2.0,40,553.0,contact_me,new,2.0,136,4,275.93333333333334,9742.366666666667,1,1,1
6986,3.0,9,259.0,contact_me,past_booker,0.0,210,14,100.95,241.1833333333333,1,1,1
6998,2.0,18,195.0,contact_me,past_booker,13.0,4,7,,0.0,1,1,1
7000,6.0,5,322.0,contact_me,new,6.0,28,5,,0.0,1,1,0
7004,2.0,10,594.0,contact_me,new,6.0,24,13,203.95,1198.3166666666666,1,1,0
7007,4.0,43,103.0,contact_me,new,51.0,13,3,550.5833333333334,3124.316666666666,1,1,0
7009,3.0,3,107.0,contact_me,new,39.0,42,4,,0.0,1,1,0
7019,4.0,3,127.0,contact_me,past_booker,3.0,31,6,,0.0,1,1,0
7026,5.0,24,73.0,contact_me,new,0.0,8,5,19.166666666666668,58.93333333333333,1,1,0
7031,4.0,3,146.0,contact_me,new,2.0,4,3,249.25000000000003,5585.25,1,1,0
7037,16.0,6,734.0,contact_me,past_booker,8.0,51,2,46.31666666666667,3.783333333333333,1,1,0
7045,3.0,29,155.0,contact_me,past_booker,2.0,6,3,71.21666666666667,602.8333333333334,1,1,1
7050,4.0,6,337.0,contact_me,new,0.0,71,3,3.433333333333333,0.4833333333333334,1,1,0
7055,1.0,3,132.0,contact_me,new,17.0,64,2,,0.0,1,1,0
7058,2.0,3,32.0,contact_me,new,63.0,6,4,0.0,0.13333333333333333,1,1,0
7071,3.0,3,77.0,contact_me,new,0.0,166,22,137.25,3167.866666666667,1,1,0
7075,4.0,13,79.0,contact_me,new,0.0,164,15,,0.0,1,1,0
7084,2.0,3,123.0,contact_me,new,5.0,264,3,788.2666666666668,2309.95,1,1,0
7085,1.0,3,147.0,contact_me,new,0.0,121,13,282.1333333333333,289.53333333333336,1,1,0
7090,2.0,15,176.0,contact_me,new,124.0,17,8,114.55,0.18333333333333326,1,1,1
7096,6.0,5,46.0,contact_me,new,1.0,46,6,132.58333333333334,0.05,1,1,0
7097,1.0,6,147.0,contact_me,past_booker,9.0,12,9,393.16666666666674,203.66666666666663,1,1,0
7100,8.0,3,123.0,contact_me,new,1.0,239,5,909.95,1.9,1,1,0
7101,3.0,7,374.0,contact_me,past_booker,1.0,1,2,27.766666666666666,72.81666666666666,1,1,0
7103,2.0,3,55.0,contact_me,new,8.0,16,6,,0.0,1,1,0
7140,1.0,3,352.0,contact_me,past_booker,0.0,71,15,,0.0,1,1,0
7149,4.0,35,166.0,contact_me,new,4.0,29,18,9.5,2801.066666666666,1,1,1
7153,2.0,3,143.0,contact_me,past_booker,2.0,3,4,0.75,0.11666666666666667,1,1,0
7156,2.0,3,249.0,contact_me,past_booker,3.0,61,3,79.7,500.15,1,1,0
7157,2.0,4,364.0,contact_me,new,14.0,60,6,,0.0,1,1,0
7160,1.0,11,303.0,contact_me,new,0.0,90,16,,0.0,1,1,0
7166,4.0,5,220.0,contact_me,new,0.0,178,31,335.9166666666667,20175.35,1,1,0
7167,2.0,6,153.0,contact_me,new,69.0,73,8,4.3,0.13333333333333333,1,1,0
7168,7.0,21,217.0,contact_me,new,2.0,179,3,1588.7,813.5166666666668,1,1,1
7175,1.0,3,81.0,contact_me,new,1.0,83,13,1065.5500000000004,0.016666666666666666,1,1,0
7179,2.0,3,457.0,contact_me,new,0.0,69,2,,0.0,1,1,0
7184,3.0,4,95.0,contact_me,new,11.0,70,9,102.08333333333331,0.05,1,1,0
7204,2.0,24,303.0,contact_me,past_booker,3.0,87,7,,0.0,1,1,1
7208,1.0,17,435.0,contact_me,new,1.0,58,77,33.2,4965.233333333334,1,1,0
7209,2.0,3,359.0,contact_me,past_booker,4.0,16,14,,0.0,1,1,0
7215,2.0,6,65.0,contact_me,new,9.0,7,2,,0.0,1,1,0
7224,5.0,9,214.0,contact_me,new,46.0,8,4,1628.1333333333334,2627.3166666666666,1,1,0
7237,1.0,3,121.0,contact_me,new,4.0,166,14,35.95,0.03333333333333333,1,1,0
7241,5.0,3,114.0,contact_me,new,1.0,249,10,106.51666666666668,0.1,1,1,0
7250,2.0,75,693.0,contact_me,new,7.0,8,19,39.78333333333333,3093.7166666666667,1,1,1
7252,8.0,2,125.0,contact_me,new,0.0,2,3,,0.0,1,1,0
7260,3.0,3,235.0,contact_me,new,36.0,36,5,356.21666666666664,0.016666666666666666,1,1,0
7268,2.0,11,710.0,contact_me,new,6.0,11,11,45.88333333333333,1261.0333333333333,1,1,0
7271,2.0,3,75.0,contact_me,new,87.0,33,6,88.66666666666669,442.88333333333327,1,1,0
7273,1.0,3,147.0,contact_me,new,10.0,188,3,26.28333333333333,0.3666666666666665,1,1,0
7274,1.0,9,342.0,contact_me,new,0.0,58,16,,0.0,1,1,0
7275,4.0,8,86.0,contact_me,past_booker,5.0,2,3,51.93333333333333,0.4,1,1,1
7276,7.0,4,829.0,contact_me,new,0.0,33,4,,0.0,1,1,0
7292,5.0,4,153.0,contact_me,new,52.0,42,1,283.3333333333333,0.2500000000000001,1,1,0
7296,4.0,4,187.0,contact_me,new,0.0,187,4,,0.0,1,1,0
7302,6.0,5,311.0,contact_me,new,0.0,9,3,18.25,12.966666666666667,1,1,0
7303,2.0,4,130.0,contact_me,new,0.0,116,7,743.1166666666667,0.15,1,1,0
7304,2.0,5,234.0,contact_me,new,0.0,50,3,63.18333333333334,0.03333333333333333,1,1,0
7311,2.0,24,39.0,contact_me,past_booker,34.0,2,8,460.58333333333326,1.2,1,1,1
7312,7.0,7,302.0,contact_me,new,2.0,0,4,141.16666666666666,1.4,1,1,1
7313,4.0,19,247.0,contact_me,new,0.0,138,2,,0.0,1,1,1
7314,8.0,47,93.0,contact_me,new,1.0,20,10,255.38333333333333,7.650000000000001,1,1,0
7316,2.0,62,312.0,contact_me,new,10.0,72,6,15.583333333333336,10.25,1,1,1
7331,4.0,4,0.0,contact_me,new,6.0,12,5,652.1833333333333,0.8833333333333333,1,1,0
7332,4.0,4,182.0,contact_me,past_booker,0.0,141,3,,0.0,1,1,0
7333,4.0,8,98.0,contact_me,new,5.0,232,10,2.0000000000000004,9.166666666666666,1,1,0
7336,3.0,3,118.0,contact_me,past_booker,24.0,2,3,124.1,66.36666666666667,1,1,0
7337,2.0,7,213.0,contact_me,new,8.0,27,4,,0.0,1,1,0
7343,2.0,2,81.0,contact_me,past_booker,4.0,14,5,,0.0,1,1,0
7347,6.0,4,556.0,contact_me,new,7.0,45,9,,0.0,1,1,0
7356,3.0,7,371.0,contact_me,new,0.0,69,7,171.43333333333334,9.3,1,1,0
7365,3.0,13,531.0,contact_me,new,2.0,7,9,569.0166666666668,1950.4000000000005,1,1,1
7369,2.0,66,87.0,contact_me,past_booker,13.0,2,10,,0.0,1,1,0
7371,3.0,4,101.0,contact_me,past_booker,30.0,36,6,,0.0,1,1,0
7372,2.0,30,229.0,contact_me,new,51.0,125,5,162.83333333333334,1361.0666666666666,1,1,1
7374,1.0,8,337.0,contact_me,new,0.0,41,7,,0.0,1,1,0
7382,2.0,24,89.0,contact_me,new,0.0,139,7,394.36666666666673,1166.55,1,1,1
7385,1.0,5,187.0,contact_me,new,0.0,182,10,25.75,84.25,1,1,0
7387,2.0,6,284.0,contact_me,new,3.0,103,6,557.65,0.26666666666666666,1,1,0
7389,1.0,3,24.0,contact_me,new,0.0,42,2,366.86666666666673,0.18333333333333326,1,1,0
7400,2.0,23,82.0,contact_me,new,3.0,87,6,4.683333333333334,0.2500000000000001,1,1,1
7414,2.0,5,219.0,contact_me,new,17.0,343,12,26.9,0.03333333333333333,1,1,0
7424,4.0,15,133.0,contact_me,new,0.0,209,17,37.03333333333333,689.6833333333333,1,1,1
7433,2.0,6,106.0,contact_me,new,0.0,101,8,1192.7833333333333,16.233333333333334,1,1,0
7437,2.0,12,350.0,contact_me,past_booker,17.0,16,4,333.1333333333333,0.06666666666666668,1,1,1
7441,2.0,3,22.0,contact_me,new,134.0,30,3,212.9,3.7,1,1,0
7444,16.0,6,44.0,contact_me,new,0.0,322,4,378.81666666666666,0.4166666666666667,1,1,0
7449,2.0,3,337.0,contact_me,new,3.0,30,6,58.38333333333333,49.78333333333333,1,1,0
7451,2.0,3,386.0,contact_me,new,80.0,17,7,537.2,0.9,1,1,0
7452,2.0,5,130.0,contact_me,new,0.0,16,2,,0.0,1,1,0
7460,10.0,3,204.0,contact_me,new,1.0,128,7,,0.0,1,1,0
7463,2.0,15,440.0,contact_me,past_booker,2.0,26,3,14.2,5.383333333333334,1,1,1
7468,4.0,36,102.0,contact_me,new,9.0,74,2,,0.0,1,1,1
7469,2.0,17,107.0,contact_me,new,1.0,20,29,159.25,759.35,1,1,0
7473,4.0,10,305.0,contact_me,new,6.0,169,16,4.516666666666667,28.3,1,1,1
