,guest_size,message_length,total_reviews,lead_time,days_of_stay,replied,not_replied,contact_me,past_booker
4266,4.0,201.0,0.0,94,2,1,0,1,0
4268,2.0,276.0,0.0,2,5,1,0,1,1
4269,1.0,328.0,0.0,163,6,1,0,1,0
4272,1.0,153.0,1.0,209,8,1,0,1,0
4273,2.0,0.0,23.0,261,17,1,0,0,0
4274,3.0,228.0,0.0,7,5,1,0,1,0
4275,1.0,137.0,51.0,2,1,1,0,0,1
4276,4.0,156.0,41.0,63,2,1,0,1,1
4277,2.0,218.0,47.0,15,2,1,0,1,1
4278,1.0,260.0,16.0,23,2,1,0,0,0
4279,2.0,266.0,2.0,200,6,1,0,1,0
4280,2.0,368.0,0.0,195,1,1,0,0,0
4281,1.0,106.0,1.0,29,15,1,0,0,1
4282,5.0,171.0,0.0,23,3,1,0,1,0
4284,3.0,324.0,12.0,44,3,1,0,0,0
4285,6.0,241.0,0.0,167,25,0,1,1,0
4286,3.0,165.0,0.0,212,3,0,1,1,0
4290,2.0,161.0,14.0,10,2,1,0,1,0
4291,6.0,118.0,4.0,52,2,1,0,0,0
4292,1.0,283.0,0.0,176,1,1,0,1,0
4293,2.0,397.0,0.0,193,4,1,0,1,0
4295,2.0,19.0,0.0,65,15,1,0,1,0
4296,1.0,45.0,1.0,110,28,1,0,1,0
4297,2.0,231.0,0.0,72,2,1,0,0,1
4299,6.0,140.0,87.0,145,4,1,0,0,0
4301,1.0,153.0,0.0,21,7,1,0,1,0
4303,10.0,101.0,0.0,84,3,1,0,1,0
4307,2.0,268.0,0.0,83,5,1,0,1,0
4308,1.0,296.0,0.0,198,1,0,1,0,0
4309,4.0,0.0,4.0,213,4,0,1,0,0
4310,2.0,92.0,11.0,350,4,1,0,1,0
4311,4.0,469.0,0.0,125,11,1,0,1,0
4312,2.0,79.0,0.0,1,6,0,1,0,0
4313,1.0,210.0,2.0,29,152,1,0,1,0
4314,13.0,178.0,0.0,219,5,0,1,1,1
4315,2.0,123.0,62.0,44,8,1,0,0,1
4318,2.0,0.0,1.0,17,4,1,0,0,0
4319,2.0,134.0,0.0,24,4,1,0,1,0
4320,8.0,273.0,0.0,62,55,0,1,1,0
4322,2.0,148.0,20.0,40,5,1,0,0,0
4323,2.0,412.0,7.0,4,1,1,0,0,1
4324,2.0,0.0,12.0,213,2,1,0,0,1
4326,2.0,0.0,0.0,94,8,1,0,0,1
4327,2.0,49.0,0.0,94,7,1,0,1,0
4328,2.0,866.0,1.0,41,5,1,0,0,1
4332,11.0,162.0,0.0,67,7,1,0,1,0
4333,1.0,3.0,0.0,9,18,1,0,0,1
4334,2.0,558.0,39.0,102,8,1,0,0,1
4335,4.0,211.0,0.0,11,2,1,0,0,0
4336,5.0,193.0,0.0,210,15,1,0,1,0
4337,2.0,280.0,72.0,158,3,1,0,1,0
4338,3.0,259.0,0.0,180,2,1,0,1,0
4339,4.0,43.0,3.0,31,4,0,1,1,0
4340,2.0,351.0,6.0,17,7,1,0,1,1
4341,3.0,175.0,33.0,5,10,1,0,1,0
4342,5.0,253.0,0.0,97,8,0,1,1,1
4343,4.0,157.0,36.0,124,6,1,0,1,0
4345,4.0,279.0,15.0,3,31,0,1,0,1
4347,2.0,311.0,1.0,1,15,0,1,1,1
4348,6.0,62.0,0.0,181,7,1,0,1,0
4349,4.0,93.0,3.0,85,2,1,0,1,0
4350,4.0,140.0,2.0,16,6,1,0,1,1
4351,1.0,339.0,0.0,175,18,1,0,1,1
4352,2.0,148.0,0.0,199,10,1,0,1,0
4353,5.0,149.0,1.0,62,4,1,0,1,0
4355,2.0,101.0,2.0,118,14,1,0,1,1
4356,4.0,485.0,2.0,21,5,1,0,0,0
4357,2.0,101.0,0.0,79,5,1,0,1,0
4358,1.0,537.0,16.0,9,11,1,0,1,1
4359,2.0,175.0,0.0,82,8,1,0,1,0
4360,2.0,167.0,44.0,18,1,1,0,0,1
4361,2.0,258.0,1.0,152,20,1,0,0,0
4362,4.0,402.0,0.0,83,9,1,0,1,0
4363,5.0,150.0,0.0,57,3,1,0,0,1
4365,1.0,77.0,4.0,11,91,1,0,1,0
4366,3.0,48.0,2.0,54,5,1,0,1,0
4367,1.0,330.0,0.0,198,3,0,1,1,1
4368,4.0,3.0,0.0,54,1,1,0,0,0
4369,4.0,346.0,0.0,58,11,1,0,1,0
4370,3.0,334.0,12.0,20,15,1,0,1,1
4371,1.0,98.0,0.0,36,9,1,0,1,1
4372,4.0,247.0,26.0,219,10,1,0,0,0
4373,4.0,0.0,0.0,127,14,1,0,0,0
4374,4.0,0.0,3.0,172,4,1,0,0,1
4376,6.0,208.0,3.0,119,3,1,0,1,1
4377,3.0,49.0,0.0,25,4,1,0,1,0
4378,7.0,169.0,1.0,212,6,1,0,1,0
4379,4.0,433.0,0.0,3,1,1,0,1,0
4380,2.0,511.0,34.0,111,4,1,0,1,1
4381,1.0,106.0,0.0,28,4,1,0,1,0
4382,4.0,71.0,0.0,185,1,1,0,1,0
4383,4.0,81.0,0.0,101,3,0,1,0,1
4384,2.0,154.0,0.0,163,8,0,1,1,0
4386,1.0,215.0,10.0,13,42,1,0,1,0
4388,4.0,238.0,0.0,85,2,1,0,1,0
4389,2.0,117.0,16.0,13,6,1,0,1,1
4390,2.0,280.0,0.0,36,15,1,0,1,0
4391,3.0,108.0,0.0,211,4,0,1,1,0
4392,7.0,36.0,0.0,20,6,1,0,1,0
4393,2.0,11.0,6.0,7,2,1,0,0,0
4394,8.0,255.0,9.0,47,3,1,0,0,0
4396,3.0,248.0,0.0,9,3,1,0,1,0
4397,5.0,202.0,6.0,29,3,1,0,1,0
4399,3.0,194.0,1.0,103,9,1,0,1,0
4400,2.0,499.0,162.0,23,3,1,0,1,1
4401,1.0,362.0,0.0,1,2,1,0,1,0
4402,2.0,240.0,1.0,262,6,1,0,1,0
4404,4.0,237.0,0.0,49,1,1,0,0,0
4405,8.0,52.0,0.0,22,3,1,0,1,1
4407,2.0,220.0,3.0,6,7,1,0,1,1
4408,6.0,87.0,1.0,188,7,1,0,1,0
4409,1.0,96.0,0.0,143,5,1,0,0,1
4410,4.0,56.0,4.0,103,4,1,0,1,1
4412,5.0,104.0,0.0,23,4,1,0,1,0
4413,2.0,493.0,21.0,4,32,1,0,1,0
4414,3.0,323.0,0.0,170,10,1,0,1,0
4415,6.0,174.0,0.0,168,2,1,0,1,0
4418,1.0,121.0,3.0,8,30,1,0,0,1
4419,2.0,114.0,0.0,17,32,1,0,0,1
4420,2.0,136.0,4.0,165,3,0,1,1,0
4421,2.0,128.0,3.0,13,4,0,1,1,0
4422,2.0,0.0,0.0,93,2,1,0,0,0
4423,2.0,96.0,21.0,27,6,1,0,0,0
4424,2.0,230.0,13.0,152,6,1,0,0,0
4425,4.0,659.0,1.0,48,1,0,1,1,0
4426,5.0,195.0,23.0,241,5,1,0,1,0
4427,2.0,231.0,0.0,49,3,1,0,1,0
4428,1.0,114.0,7.0,18,10,1,0,0,0
4429,1.0,189.0,0.0,61,16,0,1,1,1
4430,8.0,451.0,26.0,283,7,1,0,0,0
4431,3.0,0.0,1.0,161,8,1,0,0,1
4432,1.0,41.0,3.0,17,2,1,0,0,1
4433,1.0,235.0,7.0,48,9,1,0,1,0
4434,1.0,275.0,1.0,1,1,1,0,1,1
4435,2.0,63.0,0.0,34,28,1,0,1,0
4436,4.0,144.0,0.0,208,6,1,0,1,1
4438,1.0,120.0,2.0,1,5,1,0,1,0
4439,5.0,218.0,26.0,1,4,1,0,0,0
4440,4.0,206.0,1.0,159,6,0,1,1,0
4441,5.0,229.0,15.0,24,7,1,0,1,0
4442,4.0,112.0,2.0,32,4,1,0,1,0
4443,4.0,210.0,0.0,223,3,0,1,1,0
4444,3.0,62.0,0.0,90,8,1,0,1,1
4445,1.0,139.0,0.0,46,20,1,0,1,1
4446,4.0,464.0,1.0,82,4,1,0,1,0
4447,2.0,246.0,2.0,0,3,1,0,1,1
4448,2.0,221.0,0.0,149,10,1,0,1,0
4449,3.0,128.0,0.0,129,20,1,0,1,0
4450,1.0,189.0,0.0,8,32,1,0,1,0
4451,9.0,0.0,1.0,35,3,1,0,0,0
4452,1.0,40.0,3.0,16,11,1,0,1,0
4453,4.0,287.0,11.0,19,1,1,0,1,1
4454,1.0,356.0,53.0,2,2,1,0,0,1
4455,2.0,10.0,1.0,99,2,1,0,1,0
4456,4.0,364.0,75.0,32,3,0,1,1,0
4458,8.0,308.0,3.0,23,4,0,1,1,1
4459,4.0,820.0,0.0,157,7,1,0,1,1
4461,2.0,110.0,3.0,148,8,0,1,0,1
4462,2.0,485.0,0.0,134,6,1,0,1,1
4463,2.0,0.0,33.0,8,1,1,0,0,1
4464,2.0,359.0,0.0,139,20,1,0,1,0
4465,8.0,543.0,16.0,127,10,1,0,1,1
4466,2.0,63.0,29.0,255,5,1,0,1,0
4467,2.0,617.0,0.0,28,4,0,1,1,0
4468,2.0,94.0,4.0,8,3,1,0,1,0
4469,2.0,159.0,4.0,63,1,1,0,1,0
4470,3.0,293.0,93.0,323,5,1,0,1,1
4471,2.0,13.0,5.0,69,8,0,1,1,0
4472,3.0,805.0,1.0,200,6,1,0,1,0
4473,2.0,144.0,0.0,54,31,1,0,1,0
4474,2.0,189.0,2.0,232,4,1,0,1,1
4475,1.0,306.0,5.0,11,24,1,0,1,0
4476,2.0,123.0,77.0,6,4,1,0,0,1
4477,3.0,266.0,4.0,11,3,1,0,1,1
4479,2.0,25.0,0.0,7,2,1,0,0,0
4480,1.0,0.0,2.0,15,2,1,0,0,1
4481,2.0,293.0,4.0,91,11,1,0,1,0
4482,1.0,198.0,0.0,193,7,0,1,1,0
4483,3.0,0.0,0.0,8,3,1,0,0,1
4484,6.0,204.0,20.0,30,5,1,0,1,1
4488,5.0,24.0,1.0,247,17,1,0,1,1
4489,5.0,202.0,0.0,102,1,1,0,1,0
4491,2.0,274.0,31.0,35,5,1,0,0,0
4492,2.0,165.0,16.0,19,4,1,0,1,1
4493,3.0,352.0,0.0,53,9,1,0,1,0
4495,1.0,139.0,7.0,7,4,1,0,1,0
4496,5.0,51.0,0.0,20,6,1,0,1,0
4497,8.0,326.0,3.0,179,7,1,0,0,1
4498,10.0,85.0,0.0,198,6,1,0,1,0
4500,2.0,269.0,3.0,67,4,1,0,0,0
4501,1.0,67.0,90.0,26,2,1,0,1,0
4502,5.0,280.0,0.0,77,3,0,1,0,1
4503,5.0,187.0,0.0,28,4,1,0,1,0
4504,4.0,273.0,4.0,78,2,1,0,1,1
4505,1.0,77.0,12.0,49,1,1,0,0,0
4506,2.0,104.0,17.0,89,24,1,0,1,0
4508,4.0,62.0,11.0,7,2,1,0,0,1
4510,1.0,133.0,0.0,57,29,0,1,0,0
4512,4.0,79.0,2.0,29,4,1,0,1,1
4513,1.0,450.0,1.0,29,5,1,0,1,0
4514,2.0,214.0,0.0,188,4,1,0,1,1
4515,1.0,0.0,56.0,33,2,1,0,0,0
4516,2.0,0.0,0.0,24,4,1,0,0,0
4518,1.0,771.0,1.0,22,21,0,1,1,1
4519,4.0,139.0,34.0,364,9,1,0,1,1
4520,4.0,80.0,0.0,60,8,1,0,1,0
4522,2.0,147.0,0.0,10,2,0,1,1,0
4523,1.0,69.0,34.0,63,3,1,0,0,1
4526,2.0,0.0,1.0,95,2,0,1,0,0
4528,2.0,2.0,138.0,76,8,1,0,0,0
4529,2.0,171.0,0.0,15,5,1,0,0,1
4531,2.0,78.0,0.0,72,7,1,0,0,0
4532,4.0,75.0,0.0,110,4,1,0,0,0
4534,1.0,51.0,2.0,30,8,1,0,1,0
4535,3.0,68.0,33.0,168,14,1,0,0,0
4536,7.0,32.0,3.0,208,4,1,0,0,1
4537,1.0,280.0,35.0,32,244,1,0,1,0
4538,1.0,260.0,6.0,25,4,1,0,0,1
4539,6.0,838.0,3.0,15,2,1,0,1,0
4540,12.0,161.0,13.0,166,6,1,0,1,1
4542,4.0,121.0,1.0,25,4,1,0,1,0
4543,3.0,106.0,3.0,144,8,1,0,0,0
4544,4.0,445.0,0.0,85,17,1,0,1,0
4545,1.0,220.0,9.0,56,9,1,0,0,0
4546,3.0,414.0,43.0,35,7,1,0,0,0
4547,4.0,428.0,0.0,67,1,1,0,1,1
4548,2.0,628.0,0.0,99,2,1,0,1,0
4550,1.0,439.0,0.0,21,36,1,0,0,0
4551,1.0,156.0,1.0,179,6,0,1,1,1
4552,2.0,154.0,0.0,51,10,1,0,1,0
4553,4.0,73.0,0.0,139,7,1,0,1,1
4554,4.0,260.0,1.0,215,5,1,0,0,1
4555,2.0,264.0,0.0,179,12,1,0,0,0
4556,2.0,49.0,13.0,7,2,1,0,0,0
4557,2.0,457.0,0.0,76,6,1,0,0,1
4559,2.0,240.0,15.0,20,6,1,0,0,1
4560,4.0,98.0,24.0,189,9,1,0,0,0
4561,2.0,431.0,0.0,151,22,1,0,1,1
4562,1.0,228.0,0.0,79,29,1,0,1,0
4564,2.0,47.0,16.0,67,5,1,0,0,0
4565,2.0,128.0,29.0,47,2,1,0,1,0
4566,3.0,348.0,0.0,52,3,1,0,1,0
4567,2.0,213.0,0.0,2,3,1,0,0,1
4568,2.0,243.0,0.0,23,4,1,0,0,0
4569,5.0,82.0,1.0,160,12,1,0,1,0
4570,1.0,152.0,4.0,90,3,1,0,1,1
4571,3.0,163.0,18.0,70,14,1,0,0,1
4572,5.0,7.0,2.0,41,2,1,0,0,0
4573,2.0,318.0,0.0,57,7,1,0,1,0
4574,1.0,583.0,2.0,1,1,1,0,1,0
4576,6.0,176.0,0.0,179,11,1,0,0,0
4578,2.0,0.0,0.0,188,2,1,0,0,0
4579,4.0,0.0,0.0,203,5,1,0,0,0
4581,1.0,144.0,11.0,10,4,1,0,1,1
4582,5.0,0.0,0.0,38,2,1,0,0,0
4584,3.0,164.0,0.0,52,5,1,0,1,1
4585,1.0,0.0,0.0,170,4,1,0,0,0
4586,2.0,3.0,2.0,61,2,1,0,0,1
4587,2.0,119.0,0.0,33,6,1,0,1,0
4588,2.0,112.0,5.0,24,3,0,1,0,1
4589,3.0,173.0,0.0,113,3,1,0,1,0
4591,1.0,65.0,12.0,15,1,1,0,0,0
4593,4.0,125.0,0.0,160,3,1,0,1,1
4594,2.0,0.0,2.0,113,17,1,0,0,0
4595,1.0,5.0,25.0,57,4,1,0,0,0
4596,2.0,208.0,67.0,16,5,1,0,1,1
4597,1.0,415.0,0.0,7,14,1,0,1,0
4598,3.0,49.0,0.0,119,4,1,0,0,1
4599,2.0,70.0,0.0,12,4,1,0,1,0
4600,2.0,0.0,24.0,48,5,0,1,0,0
4602,1.0,87.0,14.0,17,3,0,1,1,1
4607,5.0,280.0,0.0,13,8,1,0,1,0
4608,2.0,0.0,4.0,7,3,1,0,0,1
4609,2.0,17.0,3.0,23,3,1,0,0,0
4611,4.0,168.0,0.0,202,9,1,0,1,0
4612,1.0,120.0,0.0,21,5,1,0,0,0
4613,2.0,0.0,9.0,20,1,1,0,0,1
4614,2.0,31.0,1.0,124,11,0,1,1,0
4616,6.0,269.0,0.0,94,7,1,0,1,0
4617,2.0,149.0,0.0,104,7,0,1,1,1
4618,7.0,892.0,18.0,192,7,1,0,1,0
4619,4.0,108.0,27.0,17,4,1,0,1,1
4620,1.0,151.0,4.0,101,18,1,0,0,0
4621,1.0,40.0,4.0,18,3,1,0,0,1
4622,5.0,394.0,1.0,91,2,1,0,1,0
4623,2.0,183.0,5.0,131,10,1,0,1,0
4624,2.0,291.0,1.0,0,4,1,0,1,0
4625,1.0,483.0,34.0,16,5,1,0,0,1
4626,5.0,138.0,2.0,17,4,1,0,1,0
4627,2.0,2.0,35.0,1,2,1,0,0,0
4628,2.0,0.0,0.0,20,4,1,0,0,0
4631,2.0,298.0,0.0,114,1,1,0,1,1
4632,10.0,233.0,0.0,20,5,1,0,1,0
4633,4.0,365.0,0.0,174,11,1,0,1,0
4637,1.0,802.0,0.0,27,33,1,0,0,1
4638,1.0,1489.0,1.0,45,7,0,1,1,0
4639,4.0,137.0,0.0,36,30,1,0,1,1
4640,5.0,88.0,11.0,123,6,1,0,1,1
4642,2.0,78.0,50.0,248,5,1,0,1,0
4643,4.0,195.0,93.0,57,7,1,0,0,0
4644,2.0,0.0,10.0,39,2,1,0,0,0
4645,1.0,0.0,11.0,0,2,0,1,0,0
4646,6.0,240.0,0.0,216,5,1,0,1,0
4654,1.0,283.0,0.0,99,8,1,0,1,0
4655,4.0,217.0,20.0,176,3,1,0,1,0
4656,1.0,220.0,5.0,214,51,1,0,1,0
4657,2.0,23.0,3.0,30,7,1,0,0,0
4658,1.0,348.0,11.0,21,30,1,0,1,1
4659,2.0,101.0,0.0,69,3,1,0,0,0
4661,2.0,473.0,5.0,89,9,0,1,0,1
4662,8.0,212.0,0.0,24,3,1,0,1,0
4664,2.0,98.0,0.0,130,4,1,0,1,0
4666,1.0,712.0,1.0,13,14,0,1,1,0
4667,5.0,266.0,7.0,30,4,1,0,1,1
4668,4.0,244.0,0.0,59,9,1,0,1,0
4669,3.0,284.0,40.0,8,3,1,0,1,1
4670,8.0,141.0,7.0,22,3,1,0,1,0
4671,4.0,19.0,7.0,50,2,1,0,1,1
4672,3.0,194.0,0.0,26,6,1,0,0,1
4673,2.0,113.0,0.0,12,3,1,0,1,1
4674,2.0,105.0,1.0,53,7,1,0,1,0
4675,2.0,205.0,63.0,6,3,1,0,1,1
4677,1.0,436.0,0.0,16,25,0,1,1,0
4678,1.0,20.0,20.0,0,4,1,0,0,0
4679,2.0,101.0,46.0,18,2,1,0,1,1
4680,2.0,272.0,5.0,0,2,1,0,0,0
4681,4.0,94.0,24.0,23,2,1,0,1,0
4682,4.0,35.0,25.0,21,3,1,0,1,0
4683,2.0,73.0,12.0,248,5,1,0,1,0
4685,1.0,506.0,32.0,68,22,1,0,1,0
4686,5.0,0.0,47.0,186,3,1,0,0,1
4687,2.0,527.0,0.0,23,5,1,0,0,1
4688,6.0,193.0,0.0,268,9,1,0,1,0
4690,2.0,71.0,0.0,107,3,1,0,1,0
4691,1.0,199.0,3.0,159,10,1,0,0,1
4692,4.0,203.0,0.0,202,10,1,0,1,0
4693,4.0,185.0,11.0,193,2,0,1,1,1
4694,2.0,207.0,14.0,99,7,1,0,1,1
4695,2.0,132.0,18.0,3,3,1,0,1,1
4697,2.0,0.0,0.0,194,7,1,0,0,0
4699,4.0,0.0,0.0,57,8,1,0,0,0
4701,4.0,198.0,6.0,148,4,1,0,1,1
4702,2.0,88.0,0.0,152,20,0,1,0,0
4703,2.0,185.0,4.0,2,4,1,0,0,1
4704,2.0,227.0,31.0,0,2,1,0,1,0
4705,1.0,137.0,5.0,13,9,1,0,1,0
4706,6.0,142.0,7.0,53,10,1,0,0,0
4707,4.0,248.0,1.0,168,21,1,0,1,0
4708,1.0,851.0,57.0,3,1,1,0,1,0
4709,4.0,208.0,66.0,16,2,0,1,1,1
4710,5.0,0.0,1.0,15,2,1,0,0,0
4711,4.0,171.0,19.0,7,4,1,0,0,0
4712,6.0,437.0,2.0,213,11,1,0,1,0
4713,4.0,84.0,69.0,13,3,1,0,1,0
4714,1.0,0.0,10.0,1,13,1,0,0,1
4715,2.0,312.0,25.0,41,5,1,0,1,1
4717,2.0,107.0,71.0,14,2,1,0,0,1
4719,16.0,41.0,0.0,44,19,1,0,1,1
4721,2.0,113.0,49.0,3,2,1,0,1,1
4722,1.0,344.0,0.0,191,1,1,0,1,0
4723,2.0,49.0,4.0,137,3,1,0,1,0
4726,4.0,121.0,0.0,67,2,1,0,1,1
4727,4.0,278.0,32.0,41,10,1,0,1,0
4728,8.0,126.0,0.0,24,5,0,1,1,0
4730,1.0,367.0,17.0,3,2,1,0,1,1
4731,2.0,196.0,23.0,83,4,1,0,1,0
4733,2.0,161.0,5.0,29,5,1,0,0,0
4734,8.0,227.0,0.0,37,2,1,0,0,1
4735,2.0,278.0,15.0,1,4,1,0,0,0
4736,2.0,0.0,34.0,31,4,1,0,0,1
4737,12.0,57.0,0.0,122,10,1,0,1,0
4738,2.0,176.0,11.0,164,8,1,0,1,0
4740,1.0,143.0,6.0,136,11,1,0,1,0
4742,2.0,97.0,10.0,9,7,1,0,0,1
4743,2.0,231.0,1.0,101,18,1,0,1,0
4744,4.0,18.0,116.0,33,3,1,0,1,0
4745,3.0,199.0,5.0,27,4,1,0,0,1
4747,1.0,198.0,0.0,92,26,1,0,1,0
4748,1.0,434.0,20.0,16,13,1,0,1,0
4749,3.0,131.0,0.0,13,4,1,0,1,1
4750,6.0,178.0,0.0,102,11,1,0,1,1
4751,3.0,826.0,0.0,66,3,1,0,1,0
4753,4.0,400.0,3.0,204,5,1,0,0,0
4754,1.0,122.0,2.0,183,16,1,0,1,1
4756,2.0,136.0,0.0,1,1,0,1,0,1
4759,1.0,126.0,0.0,9,3,0,1,0,0
4760,4.0,477.0,0.0,193,4,1,0,1,0
4761,1.0,106.0,1.0,2,4,0,1,1,0
4762,3.0,79.0,58.0,357,4,1,0,1,0
4763,2.0,106.0,7.0,1,2,1,0,1,0
4764,8.0,73.0,0.0,52,2,1,0,1,0
4766,3.0,99.0,12.0,104,5,1,0,1,1
4767,7.0,0.0,17.0,151,4,1,0,0,0
4769,2.0,232.0,7.0,24,3,1,0,0,1
4770,5.0,319.0,9.0,224,6,1,0,1,0
4772,1.0,109.0,3.0,174,6,1,0,0,1
4773,6.0,150.0,10.0,166,2,1,0,1,0
4774,4.0,260.0,0.0,14,5,1,0,1,0
4775,1.0,116.0,1.0,164,5,1,0,1,0
4776,3.0,138.0,0.0,45,4,1,0,0,0
4777,4.0,294.0,13.0,26,5,1,0,1,0
4778,4.0,0.0,6.0,40,3,1,0,0,1
4779,4.0,218.0,29.0,94,8,1,0,1,0
4780,2.0,236.0,70.0,5,2,1,0,0,1
4781,4.0,4.0,1.0,203,6,1,0,0,1
4782,2.0,263.0,0.0,42,21,1,0,1,1
4783,4.0,45.0,0.0,211,7,1,0,0,0
4786,2.0,363.0,127.0,43,3,1,0,0,1
4788,8.0,315.0,0.0,24,5,1,0,1,1
4789,1.0,430.0,20.0,183,60,0,1,0,0
4790,1.0,229.0,15.0,1,1,1,0,1,0
4791,1.0,66.0,13.0,39,8,1,0,1,1
4792,1.0,362.0,15.0,7,1,1,0,1,0
4793,3.0,223.0,0.0,195,12,1,0,0,0
4794,2.0,409.0,0.0,30,5,1,0,0,1
4795,1.0,60.0,17.0,7,4,1,0,1,0
4796,4.0,230.0,12.0,152,7,1,0,1,1
4797,4.0,140.0,0.0,162,9,1,0,1,0
4799,1.0,391.0,5.0,194,7,1,0,1,0
4800,2.0,121.0,0.0,67,10,1,0,1,0
4801,4.0,243.0,0.0,64,15,0,1,0,0
4802,4.0,222.0,0.0,176,10,1,0,1,1
4803,1.0,371.0,5.0,70,14,1,0,1,0
4804,3.0,176.0,30.0,30,12,1,0,1,0
4807,1.0,307.0,15.0,9,10,1,0,0,1
4809,5.0,179.0,0.0,116,15,1,0,1,0
4810,4.0,46.0,0.0,129,2,1,0,1,0
4811,3.0,368.0,0.0,2,1,1,0,1,0
4812,1.0,0.0,3.0,172,2,0,1,0,0
4813,1.0,19.0,0.0,86,36,1,0,1,1
4814,2.0,84.0,10.0,27,28,1,0,1,0
4815,1.0,405.0,14.0,10,3,1,0,0,0
4816,3.0,248.0,5.0,32,6,1,0,1,0
4817,3.0,0.0,0.0,33,5,0,1,0,1
4819,3.0,501.0,4.0,153,17,1,0,1,1
4820,4.0,53.0,0.0,175,1,0,1,1,0
4822,1.0,372.0,1.0,38,6,1,0,1,0
4823,2.0,53.0,2.0,56,3,1,0,0,1
4827,2.0,395.0,209.0,25,5,1,0,1,0
4828,2.0,377.0,1.0,1,1,1,0,1,0
4829,1.0,81.0,0.0,0,4,1,0,1,0
4830,2.0,656.0,0.0,28,4,1,0,0,1
4833,4.0,229.0,3.0,28,5,1,0,1,0
4834,2.0,100.0,92.0,6,8,1,0,1,1
4835,2.0,507.0,130.0,291,10,1,0,0,1
4836,2.0,98.0,0.0,128,14,1,0,1,0
4837,4.0,264.0,3.0,83,2,1,0,1,1
4838,2.0,289.0,36.0,39,1,1,0,1,1
4839,2.0,0.0,15.0,1,1,1,0,0,1
4840,6.0,25.0,0.0,161,2,1,0,1,0
4841,5.0,168.0,0.0,217,2,1,0,1,0
4842,1.0,96.0,1.0,126,6,1,0,1,0
4844,2.0,137.0,58.0,2,2,1,0,1,1
4845,2.0,1059.0,0.0,9,2,1,0,1,0
4846,1.0,842.0,0.0,214,17,1,0,1,0
4847,2.0,136.0,5.0,28,6,1,0,1,0
4848,1.0,124.0,10.0,183,4,0,1,0,1
4849,1.0,183.0,0.0,52,6,1,0,1,0
4850,3.0,162.0,3.0,2,8,1,0,0,0
4852,11.0,118.0,20.0,227,7,1,0,1,0
4853,1.0,248.0,35.0,33,4,1,0,1,0
4854,3.0,216.0,1.0,24,5,0,1,1,1
4855,1.0,313.0,0.0,5,119,0,1,0,0
4856,1.0,182.0,23.0,31,9,1,0,1,0
4857,4.0,80.0,20.0,1,3,1,0,0,1
4858,2.0,86.0,11.0,54,8,0,1,0,0
4859,3.0,147.0,0.0,200,4,1,0,0,0
4860,4.0,108.0,0.0,44,6,1,0,1,0
4862,2.0,73.0,0.0,103,7,1,0,1,0
4863,2.0,249.0,0.0,55,3,1,0,1,0
4864,1.0,644.0,33.0,3,3,1,0,1,1
4865,5.0,50.0,0.0,21,4,1,0,1,0
4867,4.0,353.0,0.0,17,3,1,0,1,0
4868,2.0,388.0,5.0,123,9,1,0,0,1
4869,1.0,219.0,2.0,21,7,1,0,1,1
4870,5.0,21.0,15.0,62,3,1,0,1,0
4871,3.0,235.0,1.0,6,28,1,0,1,0
4872,3.0,323.0,1.0,22,5,0,1,1,1
4873,5.0,114.0,4.0,5,103,1,0,0,0
4874,8.0,77.0,0.0,118,3,1,0,1,0
4875,3.0,63.0,1.0,82,6,1,0,0,0
4876,1.0,36.0,0.0,58,12,1,0,0,1
4877,3.0,171.0,0.0,22,5,1,0,1,0
4878,12.0,508.0,0.0,87,4,1,0,0,1
4880,5.0,112.0,2.0,38,3,0,1,1,1
4882,2.0,172.0,0.0,26,3,1,0,1,1
4883,2.0,201.0,0.0,197,14,0,1,1,0
4884,4.0,140.0,1.0,59,7,1,0,1,0
4886,5.0,148.0,0.0,2,5,1,0,1,0
4887,2.0,280.0,1.0,201,19,1,0,1,0
4888,2.0,293.0,2.0,202,5,1,0,1,0
4889,1.0,57.0,32.0,3,3,1,0,1,0
4890,4.0,424.0,0.0,15,5,1,0,1,1
4891,2.0,317.0,26.0,243,9,1,0,0,1
4894,16.0,0.0,0.0,253,7,1,0,1,0
4896,3.0,429.0,0.0,107,14,1,0,1,0
4897,1.0,1770.0,11.0,44,4,1,0,0,1
4898,4.0,0.0,14.0,2,1,1,0,0,0
4899,1.0,27.0,32.0,41,50,1,0,1,1
4900,3.0,438.0,15.0,18,4,1,0,1,0
4902,2.0,120.0,29.0,10,3,1,0,1,1
4903,4.0,0.0,17.0,204,4,1,0,0,0
4904,1.0,653.0,4.0,3,3,1,0,1,1
4906,5.0,75.0,1.0,28,5,1,0,1,1
4908,3.0,0.0,1.0,15,2,1,0,0,1
4909,1.0,197.0,0.0,1,5,0,1,0,0
4911,2.0,72.0,10.0,73,12,1,0,1,1
4912,5.0,233.0,0.0,194,9,1,0,1,1
4913,5.0,107.0,2.0,188,5,1,0,1,1
4914,2.0,0.0,4.0,28,6,1,0,0,1
4915,2.0,77.0,4.0,21,30,1,0,1,1
4916,4.0,75.0,2.0,29,4,1,0,1,0
4917,1.0,257.0,1.0,5,15,1,0,1,0
4918,6.0,143.0,0.0,19,4,1,0,1,1
4919,2.0,76.0,3.0,73,2,1,0,1,0
4920,2.0,367.0,2.0,165,7,1,0,1,0
